cite_key,survey_evidence_tier,domain,vehicle,course_object,representation_family,generator_family,generation_role,validity_strategy,geometry_metrics,difficulty_metrics,diversity_metrics,training_distribution,evaluation_suite,simulator,export_format,code_status,asset_status,reproducibility_fields,evidence_locator,coding_notes
DRAFT_C0119,supporting,ground,autonomous race car,closed_track;fixed_benchmark,NR,NR,benchmark_only,NR,track curvature,NR,NR,expert demonstrations from Track01 and Track02,three-track L2R task with reference agents and human baseline,Arrival Autonomous Racing Simulator,NR,NR,NR,simulator release;L2R code;expert dataset;reference implementations,domain=PDF p. 1 Abstract and Sec. 2.2;vehicle=PDF p. 1 Abstract;course_object=PDF p. 3 Sec. 3.2 and PDF p. 4 Sec. 4.1;generation_role=PDF p. 1 Abstract and PDF p. 4 Sec. 4.1;geometry_metrics=PDF p. 6 Table 2;training_distribution=PDF p. 4 Sec. 4.1 and Sec. 4.2;evaluation_suite=PDF p. 6 Sec. 4.4 and PDF p. 7 Sec. 6;simulator=PDF p. 3 Sec. 3.1;reproducibility_fields=PDF p. 1 Abstract and PDF p. 7 Sec. 8,Supporting fixed-track simulator and benchmark source; scanned real-world track models are described without a source-native course representation or detailed generation mechanism.
DRAFT_C0121,core,aerial,quadrotor,gate_chain,gate_poses,learned_generative;environment_design,geometry_synthesis,simulation_validation,NR,relative_ranking_by_gates_passed;gate_passing_error,NR,adaptive_generated_gate_layouts,six_unseen_tracks;real_world_deployment,Flightmare,NR,NR,NR,initial_8_gate_oval;100_parallel_environments;per_gate_position_and_yaw_action_bounds;800M_training_samples,survey_evidence_tier=PDF p. 1 Abstract and Fig. 1;domain=PDF p. 1 Abstract;vehicle=PDF p. 2 Sec. III-A;course_object=PDF p. 2 Sec. III-A;representation_family=PDF p. 3 Sec. III-B.1;generator_family=learned_generative: PDF p. 3 Sec. III-B.1 and Algorithm 1;generator_family=environment_design: PDF p. 3 Sec. III-B.1 and Sec. III-B.2;generation_role=PDF p. 3 Algorithm 1;validity_strategy=PDF p. 4 Sec. IV-A;difficulty_metrics=PDF p. 3 Sec. III-B.1;training_distribution=PDF p. 3 Sec. III-B.2;evaluation_suite=PDF p. 3 Fig. 3 and PDF p. 4 Sec. IV-A;simulator=PDF p. 3 Sec. IV-A;reproducibility_fields=PDF p. 4 Sec. IV-A,The learned environment policy changes gate positions and yaw using racing-performance feedback; zero-success tracks are identified as infeasible and reset.
DRAFT_C0122,core,ground,autonomous_vehicle,open_corridor,segment_grammar;sampled_centerline,constructive;learned_generative,geometry_synthesis,rejection,road_segment_length;turn_degrees;incline,NR,NR,NR,300_generated_roads;11_expert_user_study,BeamNG_tech,JSON,NR,NR,system_prompt;map_boundaries;validation_rules,"survey_evidence_tier=PDF p. 1, Abstract;domain=PDF p. 1, Sec. I;vehicle=PDF p. 1, Abstract;course_object=PDF p. 2, Sec. II;representation_family=PDF p. 3, Fig. 4;representation_family=PDF p. 3, Sec. II-C and Fig. 5;generator_family=PDF p. 3, Sec. II-C;generator_family=PDF p. 1, Abstract;generation_role=PDF p. 3, Sec. II-C;validity_strategy=PDF p. 3-4, Sec. II-C and Sec. III-A;geometry_metrics=PDF p. 3, Fig. 3;evaluation_suite=PDF p. 3-4, Sec. III-A;simulator=PDF p. 1, Abstract;export_format=PDF p. 3, Fig. 3;reproducibility_fields=PDF p. 3, Fig. 3;reproducibility_fields=PDF p. 3, Sec. II-C",NR
DRAFT_C0126,supporting,ground,highly automated vehicle,road_network,boundary_pair,NR,NR,NR,NR,NR,NR,NR,NR,NR,OSM,NR,NR,NR,survey_evidence_tier=PDF p. 1 Abstract and PDF pp. 5-7 Secs. IV-V;domain=PDF p. 1 Sec. I;vehicle=PDF p. 1 Abstract;course_object=PDF p. 1 Sec. I;representation_family=PDF pp. 5-7 Secs. IV-V;export_format=PDF p. 6 Sec. IV IO module,NR
DRAFT_C0128,supporting,ground,road_vehicle,road_network;fixed_benchmark,hybrid,NR,serialization;benchmark_only,NR,driving_corridor_size;obstacle_count,scenario_complexity,NR,NR,motion_planning_benchmark,NR,XML,NR,NR,unique_benchmark_ID;XML_scenario,survey_evidence_tier=PDF p. 1 Sec. I;domain=PDF p. 1 Sec. I;vehicle=PDF p. 1 Sec. I;course_object=PDF p. 1 Sec. I;representation_family=PDF p. 5 Sec. V-A;generation_role=PDF p. 5 Sec. V;generation_role=PDF p. 1 Sec. I;geometry_metrics=PDF p. 2 Sec. I;difficulty_metrics=PDF p. 2 Sec. I;evaluation_suite=PDF p. 1 Sec. I;export_format=PDF p. 5 Sec. V;reproducibility_fields=PDF p. 2 Sec. II-A,NR
DRAFT_C0131,core,aerial,quadrotor,world_asset,simulator_native,constructive;stochastic_procedural,geometry_synthesis,not_reported,NR,NR,NR,NR,NR,Isaac Gym,NR,NR,NR,environment configuration;asset position-ratio bounds;obstacle-spawn configuration,survey_evidence_tier=Aerial-Gym-v2.0.0 docs/2_simulation_components.md#L64-L123 and #L229-L231;domain=Aerial-Gym-v2.0.0 docs/2_simulation_components.md#L229-L231;vehicle=Aerial-Gym-v2.0.0 docs/2_simulation_components.md#L229-L231;course_object=Aerial-Gym-v2.0.0 docs/2_simulation_components.md#L64-L68 and #L121-L123;representation_family=Aerial-Gym-v2.0.0 docs/2_simulation_components.md#L64-L123;generator_family=Aerial-Gym-v2.0.0 docs/2_simulation_components.md#L64-L81 and #L121-L123;generation_role=Aerial-Gym-v2.0.0 docs/2_simulation_components.md#L121-L123;validity_strategy=Aerial-Gym-v2.0.0 docs/2_simulation_components.md#L64-L123;simulator=Aerial-Gym-v2.0.0 docs/2_simulation_components.md#L17-L19;reproducibility_fields=Aerial-Gym-v2.0.0 docs/2_simulation_components.md#L64-L118 and #L121-L227,NR
DRAFT_C0132,supporting,maritime,autonomous_sailboat,waypoint_sequence,NR,NR,benchmark_only,NR,NR,NR,NR,NR,WRSC_IRSC_2013,NR,NR,NR,NR,NR,"survey_evidence_tier=PDF p. 1, Abstract;domain=PDF p. 1, Abstract;vehicle=PDF p. 2, Sec. II;course_object=PDF p. 2, Sec. II;generation_role=PDF p. 1, Abstract;evaluation_suite=PDF p. 1-2, Sec. II",NR
DRAFT_C0134,core,adjacent,self_driving_car,open_corridor,segment_grammar,stochastic_procedural;search_evolutionary,geometry_synthesis;mutation,not_reported,NR,instability;discontinuity;growth_to_infinity,road_distance_for_diverse_seeding,NR,SBFT_2023_CPS_tool_competition,BeamNG,NR,NR,NR,NSGA_II;random_diverse_seed_population;10_percent_segment_mutation,survey_evidence_tier=PDF p. 1 Abstract and Sec. II;domain=PDF p. 1 Abstract;vehicle=PDF p. 1 Abstract;course_object=PDF p. 1 Sec. II-A;representation_family=PDF p. 1 Sec. II-A;generator_family=stochastic_procedural: PDF p. 1 Sec. II-B;generator_family=search_evolutionary: PDF p. 1 Sec. II-C;generation_role=geometry_synthesis: PDF p. 1 Sec. II-B;generation_role=mutation: PDF p. 2 Mutation operators;validity_strategy=PDF pp. 1-2 Sec. II;difficulty_metrics=PDF p. 1 Sec. II-C;diversity_metrics=PDF p. 1 Sec. II-B;evaluation_suite=PDF p. 1 Abstract and PDF p. 2 Sec. III;simulator=PDF p. 1 Sec. I;reproducibility_fields=PDF p. 1 Sec. II and PDF p. 2 Crossover and Mutation operators,Random road candidates seed an NSGA-II search and complete roads undergo crossover and mutation; the source does not report a candidate validity mechanism.
DRAFT_C0136,supporting,ground,self_driving_car,fixed_benchmark,NR,NR,benchmark_only,NR,NR,NR,NR,NR,SBST_2021_CPS_testing_tool_competition,BeamNG,NR,official_open,NR,Dockerized_execution_infrastructure;six_runs_per_tool_configuration,survey_evidence_tier=PDF p. 1 Abstract and Sec. I;domain=PDF p. 1 Abstract;vehicle=PDF p. 1 Abstract;course_object=PDF p. 4 Sec. III-A;generation_role=PDF p. 1 Abstract and Sec. III;evaluation_suite=PDF p. 1 Abstract and Sec. III;simulator=PDF p. 1 Sec. I;code_status=PDF p. 2 Sec. II-C Public contest repository;reproducibility_fields=PDF p. 1 Abstract and PDF p. 2 Sec. II-C,Supporting-only competition report: its public GPL-3.0 contest infrastructure establishes a fixed evaluation benchmark but no source-native generator.
DRAFT_C0137,core,adjacent,self_driving_car,road_network,segment_grammar,constructive;stochastic_procedural;search_evolutionary,geometry_synthesis;mutation,rejection,NR,Out_of_Bound_Episodes,NR,NR,NR,Simulink_autonomous_driving_simulator,NR,NR,NR,population_25;40_generations;same_AsFault_validity_check,survey_evidence_tier=PDF p. 1 Abstract and Sec. I;domain=PDF p. 1 Abstract;vehicle=PDF p. 1 Abstract;course_object=PDF p. 1 Sec. I and PDF p. 2 Sec. III;representation_family=PDF p. 1 Abstract and Sec. I;generator_family=constructive: PDF p. 2 Sec. III-B;generator_family=stochastic_procedural: PDF p. 2 Sec. III-B;generator_family=search_evolutionary: PDF p. 1 Abstract and Sec. III;generation_role=geometry_synthesis: PDF p. 2 Sec. III-B;generation_role=mutation: PDF pp. 2-3 Sec. III-B;validity_strategy=PDF p. 3 Sec. III-B.2;difficulty_metrics=PDF p. 2 Sec. III-A;simulator=PDF p. 1 Abstract and PDF p. 3 Sec. III-C;reproducibility_fields=PDF p. 3 Sec. III-C,ATeSS uses PCG to construct and randomly extend road candidates within a GA and mutates complete road networks through path-aware crossovers; invalid children are retried.
DRAFT_C0140,core,ground,quadruped robot,waypoint_sequence;world_asset,NR,environment_design;human_designed,task_selection,not_reported,NR,terrain difficulty level,NR,easy-to-hard terrain curriculum,simulated obstacle course;real-world trials,NR,NR,NR,NR,NR,"survey_evidence_tier=PDF Sec. 3.2, Reinforcement Learning from Scandots;domain=PDF Sec. 4.1, Experimental Setup;vehicle=PDF Sec. 4.1, Experimental Setup;course_object=PDF Fig. 3;generator_family=PDF p. 6, Sec. 3.2 (authored terrain set and performance-based promotion/demotion);generation_role=PDF p. 6, Sec. 3.2 (difficulty-level task selection);validity_strategy=PDF p. 6, Sec. 3.2 (inspected selection material; mechanism not reported);difficulty_metrics=PDF Sec. 3.2, Reinforcement Learning from Scandots;training_distribution=PDF Sec. 3.2, Reinforcement Learning from Scandots;evaluation_suite=PDF Sec. 4.3.1, Simulation results;evaluation_suite=PDF Sec. 4.3.2, Real-world results",NR
DRAFT_C0143,core,ground,lane_assist_car,open_corridor,sampled_centerline,learned_generative,geometry_synthesis;boundary_case,rejection,NR,body_outside_lane_percentage,median_pairwise_Euclidean_distance,fitness_biased_valid_test_batch,20_two_hour_experiments;random_search;Frenetic,NR,NR,NR,NR,NR,survey_evidence_tier=PDF p. 1 Sec. Abstract;domain=PDF p. 1 Sec. 1;vehicle=PDF p. 1 Sec. 1;course_object=PDF p. 1 Sec. 1;representation_family=PDF p. 2 Sec. 2.1;generator_family=PDF p. 2 Sec. 2.2;generation_role=PDF p. 2 Algorithm 1;generation_role=PDF p. 1 Sec. 1;validity_strategy=PDF p. 2 Sec. 2.2;difficulty_metrics=PDF p. 1 Sec. 1;diversity_metrics=PDF p. 4 Sec. 3.2;training_distribution=PDF p. 2 Sec. 2.2;evaluation_suite=PDF p. 3 Sec. 3.1,NR
DRAFT_C0145,core,ground,ant_robot;autonomous_vehicle,open_corridor;world_asset,segment_grammar;tile_grid,constructive;search_evolutionary;learned_generative;environment_design,geometry_synthesis;mutation;boundary_case,penalty,NR,surrogate_reward;simulator_fitness,test_suite_diversity,RL_pretraining_with_surrogate_rewards,ant_maze;BeamNG_lane_keeping,MuJoCo;BeamNG,NR,NR,NR,Zenodo_replication_package,survey_evidence_tier=PDF p. 1 Sec. Abstract;domain=PDF p. 1 Sec. 1;vehicle=PDF p. 1 Sec. Abstract;course_object=PDF p. 1 Sec. Abstract;representation_family=PDF p. 12 Sec. 5.2;representation_family=PDF p. 12 Sec. 5.2;generator_family=PDF p. 7 Sec. 3;generator_family=PDF p. 15 Sec. 5.3;generator_family=PDF p. 9 Sec. 5;generator_family=PDF p. 10 Sec. 5.1;generation_role=PDF p. 9 Sec. 5;generation_role=PDF p. 15 Sec. 5.3;generation_role=PDF p. 1 Sec. Abstract;validity_strategy=PDF p. 13 Sec. 5.2;difficulty_metrics=PDF p. 22 Sec. 6.3.1;diversity_metrics=PDF p. 22 Sec. 6.3.1;training_distribution=PDF p. 2 Sec. 1;evaluation_suite=PDF p. 20 Sec. 6.2;simulator=PDF p. 20 Fig. 10;reproducibility_fields=PDF p. 28 Sec. 6.5,NR
DRAFT_C0146,core,maritime,autonomous vessel,waypoint_sequence,waypoint_graph,stochastic_procedural;search_evolutionary,mutation;boundary_case,not_reported,NR,unstable-path classification;missing waypoint,hypervolume;path-type classifications,NR,three vessel case studies,Marine Systems Simulator,NR,NR,NR,NSGA-II;three seeding strategies;population and generation settings,survey_evidence_tier=PDF p. 1 Abstract;domain=PDF p. 1 Abstract;vehicle=PDF p. 1 Abstract;course_object=PDF p. 2 Sec. 3.1;representation_family=PDF p. 2 Sec. 3.1 and PDF p. 3 Sec. 3.2;generator_family=PDF p. 1 Abstract and PDF p. 3 Secs. 3.2-3.3;generation_role=PDF p. 1 Abstract and PDF pp. 2-3 Secs. 3.1-3.2;validity_strategy=PDF pp. 2-3 Secs. 3.1-3.4;difficulty_metrics=PDF p. 4 Sec. 4.3.3;diversity_metrics=PDF p. 4 Sec. 4.3.1 and Sec. 4.3.3;evaluation_suite=PDF p. 4 Sec. 4.2.1;simulator=PDF p. 4 Sec. 4.2.1;reproducibility_fields=PDF p. 4 Secs. 4.2.2-4.2.3,NR
DRAFT_C0147,supporting,maritime,NR,buoy_course,simulator_native,NR,benchmark_only,NR,NR,NR,NR,NR,NR,NR,SDF,NR,NR,NR,survey_evidence_tier=SDF#L2-L4;domain=SDF#L2-L4;course_object=SDF#L6-L90;representation_family=SDF#L3-L90;generation_role=SDF#L2-L4;export_format=SDF#L1-L4,Supporting-only fixed navigation-course asset with explicitly positioned port and starboard buoy boundaries; no generation method or availability terms are present in the frozen asset.
DRAFT_C0148,core,adjacent,automated vehicle,road_network,waypoint_graph,constructive;search_evolutionary,geometry_synthesis;boundary_case,penalty,mean relative error,potential path conflicts,NR,NR,Xi'an cartographic data;15 complexity levels;CARLA lane-change tests,CARLA,NR,official_open,official_open,"4,500 generated road networks;15 complexity levels;source code and replication package","survey_evidence_tier=PDF p. 1, Abstract;domain=PDF p. 1, Abstract;vehicle=PDF Sec. 3.2, Virtual testing in lane-change scenario;course_object=PDF Sec. 3.1, Road network generation;representation_family=PDF p. 4, Sec. 2.1 (parameterized road-element graph);generator_family=PDF pp. 4-6, Secs. 2.1-2.2 (road-element construction);generator_family=PDF p. 6, Sec. 2.2 (PSO, simulated annealing, and Monte Carlo objective search);generation_role=PDF p. 1, Abstract (road-network synthesis);generation_role=PDF pp. 1 and 5, Abstract and Sec. 2.1.2 (high-risk and performance-boundary cases);validity_strategy=PDF p. 6, Sec. 2.2, Eqs. 17-21 (intersection and overlap penalty);geometry_metrics=PDF p. 1, Abstract;difficulty_metrics=PDF Sec. 3.1, Road network generation;evaluation_suite=PDF p. 1, Abstract;evaluation_suite=PDF Sec. 3.2, Virtual testing in lane-change scenario;simulator=PDF Sec. 3.2, Virtual testing in lane-change scenario;code_status=PDF Replication and data sharing;asset_status=PDF Replication and data sharing;reproducibility_fields=PDF p. 1, Abstract;reproducibility_fields=PDF Replication and data sharing",NR
DRAFT_C0150,core,maritime,maritime autonomous surface ship remote operator,waypoint_sequence,NR,constructive,geometry_synthesis,by_construction,course-altering angle;distance between waypoints,NR,NR,trajectory-data-fitted navigation-element proportions,NR,NR,NR,NR,NR,10-minute extraction window;5-degree COG standard-deviation threshold;eight permutation components,"survey_evidence_tier=PDF Sec. 2.3.2, Application of Proportion;domain=PDF p. 1, Abstract;vehicle=PDF p. 1, Abstract;course_object=PDF Sec. 2.2.2, Navigation Element Extraction;generator_family=PDF Sec. 2.3.2, Application of Proportion;generation_role=PDF Sec. 2.4, Permutation of Values in Different Proportions;validity_strategy=PDF Sec. 4.3, Permutation Method of Navigation Scenario Generation;geometry_metrics=PDF Sec. 2.2.2, Navigation Element Extraction;training_distribution=PDF Sec. 2.3.1, Representative Value Decision;reproducibility_fields=PDF Sec. 2.2.2, Navigation Element Extraction;reproducibility_fields=PDF Sec. 3.3, Permutation of Prepared Components and Sample Scenario",NR
DRAFT_C0152,core,ground,autonomous vehicle,road_network,centerline_plus_width;waypoint_graph,constructive;stochastic_procedural,geometry_synthesis;serialization;boundary_case,rejection,FOV;maxCurvature;cornerDeviation;conflictArea,NR,expressive range analysis,NR,RoadRunner CARLA and esmini interoperability,JunctionArt,OpenDRIVE,NR,NR,control-line and lane-configuration parameters;four-stage pipeline,survey_evidence_tier=PDF p. 1 Abstract;domain=PDF p. 1 Abstract;vehicle=PDF p. 1 Abstract;course_object=PDF p. 1 Abstract;representation_family=PDF p. 3 High-Definition Road Generation for centerline-plus-width and PDF p. 4 Network Generation for the control-point graph;generator_family=PDF p. 4 Network Generation;generation_role=PDF p. 1 Abstract and PDF pp. 3-4 Network Generation;validity_strategy=PDF p. 5 Stage 2 Creating Lane Configurations;geometry_metrics=PDF p. 1 Abstract;diversity_metrics=PDF p. 1 Abstract;evaluation_suite=PDF p. 1 Abstract and PDF p. 3 Fig. 1;simulator=PDF p. 1 Abstract;export_format=PDF p. 1 Abstract;reproducibility_fields=PDF pp. 4-5 Network Generation,NR
DRAFT_C0154,core,adjacent,biped walker,open_corridor,NR,stochastic_procedural;search_evolutionary,geometry_synthesis;task_selection;mutation,rejection,gap width;stump height;step height;step number;surface roughness,minimal criterion;challenge-level conditions,L2 distance over environment encodings,mutated population of obstacle-course environments,three POET runs and five direct-optimization control runs,OpenAI Gym BipedalWalker,NR,NR,NR,random seed;environment encoding;parameter table;algorithm pseudocode,domain=PDF p. 1 Abstract and PDF p. 2 Sec. 1;vehicle=PDF p. 1 Abstract;course_object=PDF p. 9 Sec. 4.2;generator_family=PDF p. 9 Sec. 4.2 and PDF p. 26 Sec. 6.1;generation_role=PDF p. 9 Sec. 4.2 and PDF p. 26 Algorithm 3;validity_strategy=PDF p. 9 Sec. 4.2 and PDF p. 26 Sec. 6.1;geometry_metrics=PDF p. 9 Sec. 4.2 Table 1;difficulty_metrics=PDF p. 9 Sec. 4.2 and PDF p. 13 Sec. 4.3 Table 2;diversity_metrics=PDF p. 26 Sec. 6.1;training_distribution=PDF p. 9 Sec. 4.2;evaluation_suite=PDF p. 10 Sec. 4.3 and PDF p. 13 Sec. 4.3;simulator=PDF p. 10 Sec. 4.3;reproducibility_fields=PDF p. 9 Sec. 4.2 and PDF p. 26 Algorithm 3,Adjacent obstacle-course generator; the source reports no direct code or asset release.
DRAFT_C0156,core,ground,autonomous sedan;autonomous truck,road_network,waypoint_graph,constructive;search_evolutionary,geometry_synthesis,by_construction,NR,throughput;fuel consumption,k-way combinatorial coverage,NR,traffic-flow control and trajectory-tracking evaluations,SUMO,NR,NR,NR,labeled-digraph topology model;k-way coverage;differential evolution,survey_evidence_tier=PDF p. 1 Abstract;domain=PDF p. 1 Abstract;vehicle=PDF p. 1 Sec. I;course_object=PDF p. 1 Abstract;representation_family=PDF p. 1 Abstract and Sec. I;generator_family=PDF p. 1 Abstract and Sec. III;generation_role=PDF p. 1 Abstract;validity_strategy=PDF p. 1 Abstract and PDF p. 3 Sec. III-C regulatory bounds;difficulty_metrics=PDF p. 1 Abstract;diversity_metrics=PDF p. 1 Abstract;evaluation_suite=PDF p. 1 Abstract;simulator=PDF p. 1 Abstract;reproducibility_fields=PDF p. 1 Sec. I and Sec. III,NR
DRAFT_C0158,core,ground,road_vehicle,road_network,waypoint_graph,learned_generative,geometry_synthesis,not_reported,GEO;TOPO,NR,diversity_score;FID_discrepancy,Waymo_Open_Motion_dataset,5000_generated_scenarios;70000_ground_truth_scenarios,NR,NR,NR,NR,NR,survey_evidence_tier=PDF p. 1 Sec. Abstract;domain=PDF p. 1 Sec. I;vehicle=PDF p. 2 Sec. III-B.1;course_object=PDF p. 1 Sec. Abstract;representation_family=PDF p. 2 Sec. III-B.1;generator_family=PDF p. 2 Sec. III-A;generation_role=PDF p. 2 Sec. III-A;validity_strategy=PDF p. 8 Sec. V;geometry_metrics=PDF p. 6 Sec. IV-C.2;diversity_metrics=PDF p. 5 Table I;training_distribution=PDF p. 6 Sec. IV-C.2;evaluation_suite=PDF p. 1 Sec. Abstract,NR
DRAFT_C0161,core,ground,quadruped robot,waypoint_sequence;world_asset,hybrid,constructive;stochastic_procedural;learned_generative;environment_design,geometry_synthesis;mutation,rejection;repair_projection,maximum terrain height difference,number of reached goals;difficulty,terrain height statistics,10 terrain classes across 10 difficulties,20 held-out simulation tasks;real-world courses,NR,NR,NR,NR,GPT-4o;five generation iterations;10 terrain classes;10 difficulties,"survey_evidence_tier=PDF p. 1, Abstract;domain=PDF Sec. 1, Introduction;vehicle=PDF Sec. 1, Introduction;course_object=PDF Appendix A.2, Environment Specification;representation_family=PDF p. 20, Appendix A.5 (height field plus eight ordered goal coordinates);generator_family=PDF p. 20, Appendix A.5 (Python course constructor);generator_family=PDF pp. 17-18, Appendix Listing 4 (random geometric parameters);generator_family=PDF pp. 5-6, Secs. 4.1-4.2 (LLM generation and policy-feedback evolution);generation_role=PDF Sec. 4, Methods;validity_strategy=PDF p. 19, Appendix A.4 (executable/feasible environment check);validity_strategy=PDF p. 19, Appendix A.4 (automatic goal, spawn, and obstacle fixes);geometry_metrics=PDF Appendix A.1, Generated Terrain Examples;difficulty_metrics=PDF Appendix A.1, Generated Terrain Examples;diversity_metrics=PDF Appendix A.1, Generated Terrain Examples;training_distribution=PDF Appendix A.2, Policy Training;evaluation_suite=PDF Sec. 5.2, Simulated Parkour Benchmark;evaluation_suite=PDF Sec. 1, Introduction;reproducibility_fields=PDF Sec. 4, Methods;reproducibility_fields=PDF Appendix A.2, Policy Training",NR
DRAFT_C0162,core,ground,autonomous vehicle,road_network,NR,learned_generative,geometry_synthesis,rejection;penalty,Hausdorff distance;road length;control-point relative distance;smoothness integral,NR,JSD road length;JSD control-point relative distance,three OpenStreetMap road datasets from Singapore the UK and Japan,5000 generated scenarios with CARLA and VTD testing,CARLA;VTD,OpenDRIVE,NR,NR,model hyperparameters;data collection procedure;implementation details,domain=PDF p. 1 Abstract;vehicle=PDF p. 1 Abstract;course_object=PDF p. 1 Abstract and Table I;generator_family=PDF p. 1 Abstract and Sec. III;generation_role=PDF p. 1 Abstract;validity_strategy=PDF p. 1 Abstract and PDF p. 5 Sec. III;geometry_metrics=PDF p. 7 Sec. IV.A Evaluation Metrics;diversity_metrics=PDF p. 7 Sec. IV.A Evaluation Metrics;training_distribution=PDF p. 6 Sec. IV.A Datasets;evaluation_suite=PDF p. 8 Sec. IV.A and PDF p. 11 Sec. IV.B;simulator=PDF p. 11 Sec. IV.B;export_format=PDF p. 1 Abstract and PDF p. 11 Sec. IV.B;reproducibility_fields=PDF p. 6 Table III and PDF p. 8 Sec. IV.A,No direct code or generated-asset availability statement appears in the frozen report.
DRAFT_C0163,core,ground,autonomous vehicle,road_network,segment_grammar,constructive;stochastic_procedural,geometry_synthesis,by_construction;rejection;simulation_validation,road length;lane width;lane number;lane markings,NR,component coverage;uniqueness rate;topology similarity,NR,4- to 8-component scenarios against RAND baseline; compilation and joint-simulation usability,SORA-SVL;Apollo 8.0;RoadRunner,MATLAB scripts;HD map files;3D scene files;AssetBundle,NR,NR,algorithm pseudocode;parameterized component definitions;released road-scenario dataset,domain=PDF p. 1 Abstract;vehicle=PDF p. 1 Sec. 1;course_object=PDF p. 1 Abstract and PDF p. 2 Sec. II.B;representation_family=PDF p. 2 Sec. II.B and PDF p. 3 Sec. III.A;generator_family=PDF p. 3 Sec. III.A and Algorithm 1 including random endpoint expansion;generation_role=PDF p. 1 Abstract and PDF p. 3 Sec. III;validity_strategy=PDF p. 3 Sec. III.B constraints and non-overlap checks and PDF p. 4 Sec. III.C deduplication and PDF p. 5 Sec. IV.C simulator validation;geometry_metrics=PDF p. 2 Sec. III.A;diversity_metrics=PDF p. 4 Sec. IV.B;evaluation_suite=PDF p. 4 Sec. IV.B and PDF p. 5 Sec. IV.C;simulator=PDF p. 5 Sec. IV.C;export_format=PDF p. 4 Sec. III.D and PDF p. 5 Sec. IV.C;reproducibility_fields=PDF p. 3 Algorithm 1 and PDF p. 6 Sec. V,Core component-assembly generator with an explicit random topology branch; constraints ensure component compatibility before assembly then duplicate scenarios are rejected and compiled scenes are simulation-validated.
DRAFT_C0164,core,ground,bipedal robot,world_asset,hybrid,constructive;learned_generative,geometry_synthesis,not_reported,NR,success rate;velocity metrics,NR,curriculum over basic terrains,previously unseen VLM-generated terrains,Isaac Gym,NR,official_open,official_open,Qwen2-VL-72B-Instruct;Llama-3.1-8B-Instruct;PPO learning rate 5e-4;discount factor 0.99,"survey_evidence_tier=PDF Sec. IV, Terrain Generation for Policy Training;domain=PDF Sec. IV, Terrain Generation for Policy Training;vehicle=PDF Fig. 4;course_object=PDF Sec. IV-A, VLM-Driven Terrain Generation in GenTe;representation_family=PDF pp. 2-3, Secs. I and III (height maps, geometric primitives, and physical-force terrain model);generator_family=PDF pp. 2-3, Secs. I and III-A (atomic components and procedural terrain construction);generator_family=PDF p. 6, Sec. IV-A (VLM function-based parameterization);generation_role=PDF Sec. IV-A, VLM-Driven Terrain Generation in GenTe;validity_strategy=PDF p. 6, Sec. IV-A (inspected generation material; mechanism not reported);difficulty_metrics=PDF Sec. V-C, Evaluation on Generated Terrains;training_distribution=PDF Sec. V, Experiments and Results;evaluation_suite=PDF Sec. V-C, Evaluation on Generated Terrains;simulator=PDF Sec. V, Experiments and Results;code_status=PDF p. 2, footnote 1 (github.com/HaronW/GenTe);asset_status=PDF pp. 1-2, Abstract and Sec. I (open-source 100-terrain benchmark);reproducibility_fields=PDF Sec. V, Experiments and Results",NR
DRAFT_C0165,core,aerial,quadrotor,gate_chain,gate_poses,constructive,geometry_synthesis,not_reported,gate positions;track layout,obstacle density;track layout;gate size,NR,circular zigzag and elliptical training tracks with domain randomization,DiffLab and AirSim simulation studies plus real-world tracks,DiffLab;AirSim,NR,NR,NR,simulator implementation;training settings;domain-randomization parameters,domain=PDF p. 1 Abstract;vehicle=PDF p. 1 Abstract;course_object=PDF p. 1 Fig. 1 and PDF p. 4 Sec. III.C;representation_family=PDF p. 4 Sec. III.C and Sec. III.D;generator_family=PDF p. 4 Sec. III.C Track Primitive Generator;generation_role=PDF p. 4 Sec. III.C;validity_strategy=PDF p. 4 Sec. III.C Track Primitive Generator;geometry_metrics=PDF p. 4 Sec. III.C;difficulty_metrics=PDF p. 6 Sec. IV.B footnote 3;training_distribution=PDF p. 4 Sec. III.C and Sec. III.D.6;evaluation_suite=PDF p. 5 Sec. IV.A through PDF p. 7 Sec. IV.C;simulator=PDF p. 1 Sec. I and PDF p. 5 Sec. IV.B;reproducibility_fields=PDF p. 5 Sec. III.E and PDF p. 5 Sec. IV,Core constructive track-primitive generator; the adaptive feedback changes command noise rather than course geometry and simulation is used for policy training/evaluation rather than course-validity acceptance.
DRAFT_C0168,supporting,maritime,WAM-V autonomous maritime system,gate_chain;buoy_course;fixed_benchmark,NR,NR,benchmark_only,NR,NR,NR,NR,NR,RobotX 2022 Autonomy Challenge,NR,NR,NR,NR,buoy specifications;gate spacing;course-task rules,survey_evidence_tier=PDF p. 4 Sec. 1.1 and PDF p. 8 Sec. 2.3;domain=PDF p. 4 Sec. 1.1;vehicle=PDF p. 5 Sec. 1.3;course_object=PDF p. 9 Sec. 2.4.1 and PDF pp. 13-14 Secs. 2.5.2-2.5.3;generation_role=PDF p. 4 Sec. 1.1 and PDF p. 8 Sec. 2.3;evaluation_suite=PDF p. 8 Sec. 2.3;reproducibility_fields=PDF pp. 9-10 Sec. 2.4.1 and PDF p. 13 Sec. 2.5.2,NR
