candidate_id,cite_key,title,authors,year,venue,doi,url,source_type,discovery_stream,discovery_query,discovery_agent,screening_status,exclusion_reason,metadata_status,metadata_evidence,domain,vehicle,course_object,representation_family,generator_family,generation_role,validity_strategy,geometry_metrics,difficulty_metrics,diversity_metrics,training_distribution,evaluation_suite,simulator,export_format,code_status,asset_status,reproducibility_fields,evidence_locator,coding_notes
BG-022,PeltomakiSpencerPorres2022WOGAN,Wasserstein Generative Adversarial Networks for Online Test Generation for Cyber Physical Systems,Jarkko Peltomaki; Frankie Spencer; Ivan Porres,2022,15th International Workshop on Search-Based Software Testing (SBST),10.1145/3526072.3527522,https://doi.org/10.1145/3526072.3527522,conference paper; official artifact,autonomous-vehicle testing,"""Wasserstein generative adversarial networks for online test generation""",blind-ground,candidate,NR,unverified,https://arxiv.org/abs/2205.11060; https://doi.org/10.1145/3526072.3527522,cyber-physical testing; autonomous driving,simulated car,road/test course,fixed-length continuous road/control-point vector,online Wasserstein GAN; adaptive sampling,learns the distribution of high-fitness counterexample roads while testing,competition road validity filters; generator output clipping/checks,road vector/curvature features NR,lane-assistance failure fitness,generated-suite diversity; exact metric NR,online batches updated from evaluated roads,SBST CPS road-generation case study,BeamNG.tech,SBST road-test format,NR,NR,GAN architecture; online batch schedule; seed; simulator/agent version,https://arxiv.org/pdf/2205.11060,The GAN generates road geometry; online task selection alone would be out of scope. The primary paper and publisher record did not expose an official code or test-asset locator in this audit; both statuses are NR.
BG-023,BlattnerEtAl2024Frenilla,Diversity-Guided Search Exploration for Self-Driving Cars Test Generation through Frenet Space Encoding,Timo Blattner; Christian Birchler; Timo Kehrer; Sebastiano Panichella,2024,46th IEEE/ACM International Conference on Software Engineering (ICSE),NR,https://arxiv.org/abs/2401.14682,conference paper; official artifact,autonomous-vehicle testing,"""Diversity-guided Search Exploration for Self-driving Cars Test Generation through Frenet Space Encoding""",blind-ground,candidate,NR,unverified,https://arxiv.org/abs/2401.14682; https://doi.org/10.5281/zenodo.10527295,autonomous-vehicle testing,simulated car,road/test course,50 Frenet curvature/step vectors; cubic-spline smoothing,genetic algorithm; learned failure predictor,generates diverse roads in Frenet space and searches for lane-keeping failures,curvature limits; map bounds; no self-intersection; smoothing,curvature sequence; road length,out-of-bounds prediction and observed failure,diversity-guided objective; invalid-road rate,evolutionary populations with predictor-assisted evaluation,1174 generated tests reported; 64 percent failing; sampled invalid rate zero,BeamNG.tech 0.24,JSON compatible with SDC-Scissor; BeamNG test,official_open,official_open,vector length; operators; predictor split; seed; BeamNG version; test count,https://arxiv.org/pdf/2401.14682; https://zenodo.org/records/10527295,Frenilla is the system name; road synthesis is distinct from SDC-Scissor test selection. Zenodo record 10527295 contains the official frenilla.zip replication package.
BG-024,MuktadirEtAl2023JunctionArt,Procedural Generation of High-Definition Road Networks for Autonomous Vehicle Testing and Traffic Simulations,Golam Md Muktadir; Abdul Jawad; Ishaan Paranjape; Jim Whitehead; Aleksey Shepelev,2023,SAE International Journal of Connected and Automated Vehicles 6(1),10.4271/12-06-01-0007,https://doi.org/10.4271/12-06-01-0007,journal article; official software,autonomous-vehicle testing,JunctionArt procedural generation high-definition road networks official paper,blind-ground,candidate,NR,unverified,https://saemobilus.sae.org/articles/procedural-generation-high-definition-road-networks-autonomous-vehicle-testing-traffic-simulations-12-06-01-0007,autonomous-vehicle testing; traffic simulation,simulated road vehicle,HD road network; intersection,control lines; lane configuration; 3-7 incident-road junction graph,constructive procedural generation,generates lane-level roads and intersections and serializes OpenDRIVE,connection-lane construction; geometric continuity; OpenDRIVE conformance checks,field of view; maximum curvature; corner deviation angle; conflict area; connection-lane count,complexity descriptor,expressive-range coverage,parameter sweeps over road and junction configurations,expressive-range analysis; exact generated count NR,RoadRunner; CARLA; esmini; SUMO-compatible tooling,OpenDRIVE,NR,NR,incident-road count; lane types; control lines; random seed; metric definitions,https://saemobilus.sae.org/articles/procedural-generation-high-definition-road-networks-autonomous-vehicle-testing-traffic-simulations-12-06-01-0007,"Generates static HD geometry; traffic-flow generation is separate. No accessible official JunctionArt code repository or downloadable OpenDRIVE asset locator was verified in the focused audit, so both statuses are NR."
BG-025,YangEtAl2024RoadGen,RoadGen: Generating Road Scenarios for Autonomous Vehicle Testing,Fan Yang; You Lu; Bihuan Chen; Peng Qin; Xin Peng,2024,arXiv,10.48550/arXiv.2411.19577,https://arxiv.org/abs/2411.19577,preprint; official project,autonomous-vehicle testing,RoadGen generating road scenarios autonomous vehicle testing official repository,blind-ground,candidate,NR,unverified,https://arxiv.org/abs/2411.19577; https://roadgen.github.io/; https://github.com/roadgen/RoadGen/tree/c5bb3420d394bc59f8fcb5dbd7aef7d6f0212137,autonomous-vehicle testing,simulated autonomous car,road network/scenario,graph assembled from 8 road-component families and 242 templates,template-guided constructive composition,connects compatible road components into complex test road networks,endpoint compatibility; parameter constraints; similarity-based duplicate filtering,component count; topology; geometric similarity,ADS failure/coverage metrics NR,uniqueness; duplicate rate; topology variety,generated maps with 4-8 components in reported configurations,map corpus and joint-simulation evaluation; exact size NR,Apollo; SVL Simulator reported,HD-map/scenario format NR,official_open,official_open,template library; component-count range; constraints; similarity threshold; simulator versions,https://arxiv.org/pdf/2411.19577; https://roadgen.github.io/; https://github.com/roadgen/RoadGen/tree/c5bb3420d394bc59f8fcb5dbd7aef7d6f0212137,"Road geometry is central; dynamic actor behavior is not coded as the course generator. The official project page links the public repository and downloadable Apollo XML, PNG, and Unity map assets for 4-8 component datasets; repository pinned at c5bb3420d394bc59f8fcb5dbd7aef7d6f0212137."
BG-026,ZhouEtAl2024DiffRoad,DiffRoad: Realistic and Diverse Road Scenario Generation for Autonomous Vehicle Testing,Junjie Zhou; Lin Wang; Qiang Meng; Xiaofan Wang,2024,arXiv,10.48550/arXiv.2411.09451,https://arxiv.org/abs/2411.09451,preprint,autonomous-vehicle testing,"""DiffRoad: Realistic and Diverse Road Scenario Generation for Autonomous Vehicle Testing""",blind-ground,candidate,NR,unverified,https://arxiv.org/abs/2411.09451,autonomous-vehicle testing,simulated autonomous car,3D road scenario,raster road representation converted to 3D/OpenDRIVE geometry,diffusion model; Road-UNet,samples novel road layouts from noise and converts accepted layouts to simulator roads,continuity and geometric-reasonableness filter; 3D conversion checks,continuity; curvature/shape realism NR,scenario challenge metric NR,realism; diversity,learned from real-world road datasets; sizes NR,generated-road comparison and simulator examples; counts NR,OpenDRIVE-compatible simulators,OpenDRIVE,NR,NR,training dataset; diffusion schedule; filter thresholds; conversion settings,https://arxiv.org/pdf/2411.09451,Appearance synthesis is not the coded object; the output is road geometry.
BG-027,ZhouEtAl2023FLYOVER,FLYOVER: A Model-Driven Method to Generate Diverse Highway Interchanges for Autonomous Vehicle Testing,Yuan Zhou; Gengjie Lin; Yun Tang; Kairui Yang; Wei Jing; Ping Zhang; Junbo Chen; Liang Gong; Yang Liu,2023,arXiv,10.48550/arXiv.2301.12738,https://arxiv.org/abs/2301.12738,preprint,autonomous-vehicle testing,"""FLYOVER: A Model-Driven Method to Generate Diverse Highway Interchanges for Autonomous Vehicle Testing""",blind-ground,candidate,NR,unverified,https://arxiv.org/abs/2301.12738,autonomous-vehicle testing; traffic simulation,simulated road vehicle; heavy truck,highway interchange,labeled directed topology graph; Bezier ramp geometry,model-driven generation; combinatorial testing; differential evolution,enumerates interchange topology classes and optimizes concrete ramp geometry,endpoint/smoothness constraints; minimum radius; maximum longitudinal slope,ramp radius; slope; topology; geometric fit,traffic throughput; truck fuel-use case,k-way topology/parameter coverage,combinatorial suites of interchange configurations,SUMO traffic and Alibaba truck fuel-optimization cases; exact suite size NR,SUMO,OpenDRIVE,NR,NR,topology model; k-way strength; parameter ranges; DE settings; geometric limits,https://arxiv.org/pdf/2301.12738,Topology and concrete geometry are generated; route optimization is downstream evaluation.
BG-028,MiEtAl2021HDMapGen,HDMapGen: A Hierarchical Graph Generative Model of High Definition Maps,Lu Mi; Hang Zhao; Charlie Nash; Xiaohan Jin; Jiyang Gao; Chen Sun; Cordelia Schmid; Nir Shavit; Yuning Chai; Dragomir Anguelov,2021,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),NR,https://openaccess.thecvf.com/content/CVPR2021/html/Mi_HDMapGen_A_Hierarchical_Graph_Generative_Model_of_High_Definition_Maps_CVPR_2021_paper.html,conference paper,learned map generation,"""HDMapGen: A Hierarchical Graph Generative Model of High Definition Maps"" official",blind-ground,candidate,NR,unverified,https://openaccess.thecvf.com/content/CVPR2021/html/Mi_HDMapGen_A_Hierarchical_Graph_Generative_Model_of_High_Definition_Maps_CVPR_2021_paper.html,autonomous-driving simulation,simulated road vehicle,lane-level HD map,global topology graph plus local lane control-point sequences,hierarchical autoregressive graph generation,samples novel lane topology then detailed lane geometry,hierarchical connectivity model,graph size; lane geometry quality; scalability,NR,sample quality; diversity,Argoverse and in-house HD-map datasets,held-out generative evaluation on two datasets,NR,lane graph representation; simulator export NR,NR,NR,dataset split; hierarchy; autoregressive ordering; model hyperparameters,https://openaccess.thecvf.com/content/CVPR2021/papers/Mi_HDMapGen_A_Hierarchical_Graph_Generative_Model_of_High_Definition_Maps_CVPR_2021_paper.pdf,"Included because it synthesizes new map topology/geometry, unlike perception methods that reconstruct a fixed scene. Explicit engineering repair was not resolved; paper figures alone are not coded as released assets."
BG-029,SunEtAl2023DriveSceneGen,DriveSceneGen: Generating Diverse and Realistic Driving Scenarios from Scratch,Shuo Sun; Zekai Gu; Tianchen Sun; Jiawei Sun; Chengran Yuan; Yuhang Han; Dongen Li; Marcelo H. Ang Jr.,2023,arXiv,10.48550/arXiv.2309.14685,https://arxiv.org/abs/2309.14685,preprint; official project,learned map generation,"""DriveSceneGen: Generating Diverse and Realistic Driving Scenarios from Scratch"" official paper",blind-ground,candidate,NR,unverified,https://arxiv.org/abs/2309.14685; https://ss47816.github.io/DriveSceneGen/; https://github.com/SS47816/DriveSceneGen/tree/91a475407869e13c2f371c56b718c36c05a15a6c,autonomous-driving simulation,simulated road vehicle,static lanelet map plus dynamic scenario,rasterized/vectorized lanelet map; agent states,two-stage diffusion generation,generates static road/lane geometry from scratch then separately generates agents,learned map prior; rule-based vectorization,map similarity/geometry metrics NR,agent/scenario realism NR,realism; diversity; scalability,driving-scenario training corpus; dataset size NR,5000 generated scenarios reported,NR,lanelet/vector scenario format NR,official_open,NR,dataset; diffusion stages; sample count; vectorization parameters,https://arxiv.org/pdf/2309.14685; https://ss47816.github.io/DriveSceneGen/; https://github.com/SS47816/DriveSceneGen/tree/91a475407869e13c2f371c56b718c36c05a15a6c,"Only the static-map stage is course generation; actor generation is separately coded. The official project page links the public code repository, pinned at 91a475407869e13c2f371c56b718c36c05a15a6c; the dataset link is commented out, so no asset release is asserted."
BG-030,ChittaDaunerGeiger2024SLEDGE,SLEDGE: Synthesizing Simulation Environments for Driving Agents with Generative Models,Kashyap Chitta; Daniel Dauner; Andreas Geiger,2024,European Conference on Computer Vision (ECCV),NR,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/00490.pdf,conference paper; official software,learned map generation,SLEDGE generative simulator road map generation autonomous driving official paper,blind-ground,candidate,NR,unverified,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/00490.pdf; https://github.com/autonomousvision/sledge/tree/3d72828a1895d1a467f11a8343988c6a1eb4b684,autonomous-driving simulation,simulated road vehicle,lane graph and driving scene,raster-to-vector latent representation of lanes and agents,autoencoder; diffusion transformer,samples vectorized simulation maps and associated traffic elements,vector decoder; map-connectivity checks,lane geometry and graph metrics NR,closed-loop planning performance,distributional realism; diversity,nuPlan-derived scene distribution,generative metrics plus closed-loop planner evaluation; counts NR,nuPlan simulation stack,vector scene representation,official_open,not_found,dataset split; latent dimensions; diffusion settings; evaluation protocol; code version,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/00490.pdf; https://github.com/autonomousvision/sledge/tree/3d72828a1895d1a467f11a8343988c6a1eb4b684,"Lane geometry generation is included; planning on generated/fixed maps is downstream. SLEDGE code v0.1 is public at pinned commit 3d72828a1895d1a467f11a8343988c6a1eb4b684, but the README still listed checkpoint release as TODO during the 2026-06-29 audit; asset_status is not_found."
BG-031,RoweEtAl2025ScenarioDreamer,Scenario Dreamer: Vectorized Latent Diffusion for Generating Driving Simulation Environments,Luke Rowe; Roger Girgis; Anthony Gosselin; Liam Paull; Christopher Pal; Felix Heide,2025,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),NR,https://openaccess.thecvf.com/content/CVPR2025/html/Rowe_Scenario_Dreamer_Vectorized_Latent_Diffusion_for_Generating_Driving_Simulation_Environments_CVPR_2025_paper.html,conference paper; official project,learned map generation,CVPR 2025 driving simulation environment generation vectorized map geometry Scenario Dreamer,blind-ground,candidate,NR,unverified,https://openaccess.thecvf.com/content/CVPR2025/html/Rowe_Scenario_Dreamer_Vectorized_Latent_Diffusion_for_Generating_Driving_Simulation_Environments_CVPR_2025_paper.html; https://arxiv.org/abs/2503.22496,autonomous-driving simulation,simulated road vehicle,lane graph and driving environment,vectorized lane-graph and oriented-box latent tokens,latent diffusion; autoregressive agent rollout; inpainting,generates road/lane geometry and actors; extends maps by vector inpainting,learned structural prior; connectivity-preserving vector decoding,urban-planning lane-graph metrics; route extent,planner/RL performance,realism; coverage; diversity,large real-driving scene corpus; exact size NR,lane metrics on 50000 real/generated samples; long-route demonstrations up to 500 m reported,custom driving simulation pipeline,vector environment representation,NR,NR,dataset split; latent tokenizer; diffusion schedule; sample count; inpainting setup,https://openaccess.thecvf.com/content/CVPR2025/papers/Rowe_Scenario_Dreamer_Vectorized_Latent_Diffusion_for_Generating_Driving_Simulation_Environments_CVPR_2025_paper.pdf,Static lane-graph generation is in scope; agent behavior generation is separately noted. Explicit repair details were not resolved; paper demonstrations are not coded as released assets.
BG-032,SteiningerEtAl2025RoadGPT,Automatically Generating Content for Testing Autonomous Vehicles from User Descriptions,Benedikt Steininger; Chrysanthi Papamichail; David Stark; Dejan Nickovic; Alessio Gambi,2025,47th IEEE/ACM International Conference on Software Engineering: New Ideas and Emerging Results (ICSE-NIER),10.1109/ICSE-NIER66352.2025.00021,https://ieeexplore.ieee.org/document/11023959/,conference paper,autonomous-vehicle testing,"""Automatically Generating Content for Testing Autonomous Vehicles from User Descriptions""",blind-ground,candidate,NR,unverified,https://doi.org/10.1109/ICSE-NIER66352.2025.00021; https://ieeexplore.ieee.org/document/11023959/,autonomous-vehicle testing,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,https://ieeexplore.ieee.org/document/11023959/,"The IEEE DOI and document record support bibliographic metadata only. No paper-specific full text or author copy was located in the 2026-06-29 final audit; the generic BeamNG index and abstract-level technical claims are not used as evidence. Vehicle, course, representation, generator, validity, distribution, evaluation, simulator/export, reproducibility, code, and asset fields remain NR."
BG-033,WangEtAl2019POET,Paired Open-Ended Trailblazer (POET): Endlessly Generating Increasingly Complex and Diverse Learning Environments and Their Solutions,Rui Wang; Joel Lehman; Jeff Clune; Kenneth O. Stanley,2019,arXiv,10.48550/arXiv.1901.01753,https://arxiv.org/abs/1901.01753,preprint; official software,open-ended terrain curricula,open ended environment generation BipedalWalker obstacle courses POET PAIRED,blind-ground,candidate,NR,unverified,https://arxiv.org/abs/1901.01753; https://github.com/uber-research/poet/tree/8669a17e6958f80cd547b2de61c51d4518c833d9,robot learning; open-ended locomotion,simulated biped,2D obstacle course/terrain,environment parameter vector for roughness; stump height/spacing; gaps; stairs,mutation; novelty search; paired agent-environment evolution,mutates courses and maintains an open-ended distribution paired with policies,minimal criterion accepts environments neither too easy nor impossible; transfer tests,obstacle/gap/roughness parameters,agent return; minimal-criterion score range 50-300,environment novelty; archive diversity,continually expanding archive from an initial flat course,BipedalWalker-style experiments over open-ended runs; exact archive size NR,OpenAI Gym BipedalWalker-derived environment,environment parameter vector/runtime level,official_open,NR,environment bounds; mutation schedule; minimal criterion; novelty; transfer frequency; seeds; Fiber; NEAT-Python; OpenAI Gym,https://arxiv.org/pdf/1901.01753; https://github.com/uber-research/poet/blob/8669a17e6958f80cd547b2de61c51d4518c833d9/README.md,Course distribution coevolves with solutions; policy transfer is not itself course generation. The Uber Research repository explicitly implements POET and Enhanced POET and is pinned at 8669a17e6958f80cd547b2de61c51d4518c833d9. No generated-environment archive was verified as a released asset.
BG-034,WangEtAl2020EnhancedPOET,Enhanced POET: Open-Ended Reinforcement Learning through Unbounded Invention of Learning Challenges and their Solutions,Rui Wang; Joel Lehman; Aditya Rawal; Jiale Zhi; Yulun Li; Jeff Clune; Kenneth O. Stanley,2020,Proceedings of the 37th International Conference on Machine Learning; PMLR 119,NR,https://proceedings.mlr.press/v119/wang20l.html,conference paper; official software,open-ended terrain curricula,site:proceedings.mlr.press POET open ended environments BipedalWalker,blind-ground,candidate,NR,unverified,https://proceedings.mlr.press/v119/wang20l.html; https://github.com/uber-research/poet/tree/8669a17e6958f80cd547b2de61c51d4518c833d9,robot learning; open-ended locomotion,simulated biped,2D obstacle course/terrain,bounded environmental-characteristic vector with extended obstacle ranges,open-ended mutation; novelty; paired transfer,extends POET to invent progressively harder and more diverse courses beyond original bounds,minimal criterion; agent-transfer solvability checks; range expansion,stumps; gaps; roughness; stair parameters,agent return; solved-environment progression,novelty; archive coverage; challenge diversity,continually expanded environment-policy archive,long-running BipedalWalker experiments; exact archive counts vary by run,BipedalWalker-derived simulator,environment parameter vector/runtime level,official_open,NR,range expansion; mutation; minimal criterion; transfer; run length; seeds; Fiber; NEAT-Python; OpenAI Gym,https://proceedings.mlr.press/v119/wang20l/wang20l.pdf; https://github.com/uber-research/poet/blob/8669a17e6958f80cd547b2de61c51d4518c833d9/README.md,Enhanced POET changes the course distribution as well as the paired policies. The Uber Research repository explicitly implements POET and Enhanced POET and is pinned at 8669a17e6958f80cd547b2de61c51d4518c833d9. No generated-environment archive was verified as a released asset.
BG-035,RudinEtAl2022LearningToWalk,Learning to Walk in Minutes Using Massively Parallel Deep Reinforcement Learning,Nikita Rudin; David Hoeller; Philipp Reist; Marco Hutter,2022,Proceedings of the 5th Conference on Robot Learning; PMLR 164,NR,https://proceedings.mlr.press/v164/rudin22a.html,conference paper; official software,legged-robot terrain curricula,"""Learning to Walk in Minutes"" terrain curriculum procedural terrain official",blind-ground,candidate,NR,unverified,https://proceedings.mlr.press/v164/rudin22a.html; https://github.com/leggedrobotics/legged_gym/tree/8fa29acc6fd1910c3d9659eef6310bdd301cde0a,legged-robot learning,quadruped,rough-terrain training course,heightfield/trimesh terrain tiles arranged by type columns and difficulty rows,procedural terrain primitives; performance curriculum,samples terrain tiles and promotes/demotes robots across difficulty levels,simulator collision geometry; curriculum movement based on traveled distance,slope; stair; obstacle; roughness parameters,distance traveled; tracking reward; curriculum level,parallel mixture of terrain types; explicit diversity metric NR,thousands of parallel environments across terrain type/difficulty grid,flat-ground policy under 4 minutes; rough-terrain policy about 20 minutes; hardware tests,NVIDIA Isaac Gym,heightfield; triangle mesh; Isaac Gym environment,official_open,NR,environment count; terrain grid; curriculum thresholds; PPO and hardware settings; seed,https://proceedings.mlr.press/v164/rudin22a/rudin22a.pdf; https://github.com/leggedrobotics/legged_gym/tree/8fa29acc6fd1910c3d9659eef6310bdd301cde0a,"Geometry curriculum is in scope; dynamics randomization is a separate training component. Official code repository pinned at 8fa29acc6fd1910c3d9659eef6310bdd301cde0a; terrain configurations are code inputs, not coded as a separate released course asset."
BG-036,ZhuangEtAl2023RobotParkour,Robot Parkour Learning,Ziwen Zhuang; Zipeng Fu; Jianren Wang; Christopher Atkeson; Soeren Schwertfeger; Chelsea Finn; Hang Zhao,2023,Proceedings of the 7th Conference on Robot Learning,NR,https://proceedings.mlr.press/v229/zhuang23a.html,conference paper; official project,legged-robot obstacle courses,"""Robot Parkour Learning"" terrain generation obstacle curriculum",blind-ground,candidate,NR,unverified,https://proceedings.mlr.press/v229/zhuang23a.html; https://robot-parkour.github.io/,agile legged control,quadruped,parkour obstacle course,parameterized 3D obstacle primitives and sequential mixed courses,procedural sampling; automatic curriculum; soft-to-hard dynamics,constructs climb; leap; crawl; tilt; slit; and run obstacles for skill and composition training,soft-contact/penetration training stage; hard physical constraints; curriculum gating,obstacle dimensions; sequence composition,skill success; course completion; tracking performance,held-out obstacle parameters and mixed-course variety,parallel obstacle instances with progressively harder parameter ranges,simulation; indoor and outdoor real-robot courses; exact trial counts NR,Isaac Gym; Unitree A1/Go1 hardware,simulator terrain meshes,NR,NR,obstacle ranges; curriculum thresholds; soft/hard stage; policy and hardware settings,https://proceedings.mlr.press/v229/zhuang23a/zhuang23a.pdf; https://robot-parkour.github.io/,Obstacle-course construction is in scope; the skill selector/controller is downstream. The official project page provides paper/video evidence but no code or downloadable course-asset locator was asserted.
BG-037,ChengEtAl2024ExtremeParkour,Extreme Parkour with Legged Robots,Xuxin Cheng; Kexin Shi; Ananye Agarwal; Deepak Pathak,2024,Science Robotics 9,10.1126/scirobotics.adi7566,https://doi.org/10.1126/scirobotics.adi7566,journal article; official project,legged-robot obstacle courses,"""Extreme Parkour with Legged Robots"" procedural terrains",blind-ground,candidate,NR,unverified,https://doi.org/10.1126/scirobotics.adi7566; https://extreme-parkour.github.io/,agile legged control,quadruped,parkour obstacle course,parameterized terrain/obstacle meshes; sequences of gaps; hurdles; ramps and platforms,procedural randomization; staged curriculum,samples diverse parkour geometry for perception-conditioned locomotion training,curriculum restricts obstacle ranges to achievable levels; collision/kinematic simulation,gap; height; incline; clearance parameters,obstacle traversal and course success,randomized obstacle instances; held-out real layouts,massively parallel procedurally varied obstacle courses,simulation and real-world parkour evaluations; exact trials NR,Isaac Gym; Unitree quadruped,terrain mesh/runtime environment,NR,NR,obstacle ranges; curriculum; environment count; policy; sensor and hardware settings,https://doi.org/10.1126/scirobotics.adi7566; https://extreme-parkour.github.io/,Geometry randomization is separated from sensor and dynamics randomization. The official project page is evidence for the paper and demonstrations; it was not treated as proof of an open code or course-asset release.
BG-038,LiangEtAl2024Eurekaverse,Eurekaverse: Environment Curriculum Generation via Large Language Models,William Liang; Sam Wang; Hung-Ju Wang; Osbert Bastani; Dinesh Jayaraman; Yecheng Jason Ma,2024,Conference on Robot Learning (CoRL),10.48550/arXiv.2411.01775,https://arxiv.org/abs/2411.01775,conference paper; official software,legged-robot terrain curricula,"""Eurekaverse"" terrain generation quadruped official paper",blind-ground,candidate,NR,unverified,https://arxiv.org/abs/2411.01775; https://eureka-research.github.io/eurekaverse/; https://github.com/eureka-research/eurekaverse/tree/efee5a64ea3e32deeb90f0051193f1a7e43e925b,agile legged control,quadruped,parkour terrain/course distribution,executable terrain-generation programs producing heightfields/meshes,large-language-model program generation; iterative curriculum evolution,writes and revises terrain generators to create learnable; diverse; progressively harder courses,program execution/static checks; policy-feedback learnability tests; diversity prompting,terrain dimensions and obstacle parameters emitted by code,policy return; terrain pass rate; curriculum progress,terrain-program and generated-course diversity,multiple generated terrain programs sampled in parallel and iterated from feedback,simulation comparisons and zero-shot real-robot courses; exact generated count NR,Isaac Gym; quadruped hardware,Python terrain code; heightfield/mesh,official_open,NR,LLM/version; prompts; feedback; terrain-program count; seeds; policy settings; simulator settings; MIT license,https://eureka-research.github.io/eurekaverse/assets/eurekaverse_paper.pdf; https://github.com/eureka-research/eurekaverse/tree/efee5a64ea3e32deeb90f0051193f1a7e43e925b,"Unlike reward-generation work, the generated artifact here is executable course geometry. Official code repository pinned at efee5a64ea3e32deeb90f0051193f1a7e43e925b; generated programs embedded in the codebase were not separately coded as an asset release."
BG-039,ZhouVanschoren2022OpenEndedLocomotion,Open-Ended Learning Strategies for Learning Complex Locomotion Skills,Fangqin Zhou; Joaquin Vanschoren,2022,arXiv,10.48550/arXiv.2206.06796,https://arxiv.org/abs/2206.06796,preprint,open-ended terrain curricula,procedural obstacle course generation quadruped robot reinforcement learning paper,blind-ground,candidate,NR,unverified,https://arxiv.org/abs/2206.06796,robot learning; open-ended locomotion,simulated 3D legged agent,3D terrain/course,CPPN-NEAT terrain encoding; randomized terrain shapes,enhanced POET; neuroevolutionary environment mutation,adapts open-ended paired environment generation to complex 3D locomotion terrains,minimal criterion and agent-transfer checks; simulator collision validity,terrain-shape descriptors NR,agent return; locomotion progress,novelty/archive diversity,open-ended evolving terrain-policy archive,comparisons against open-ended baselines; exact runs NR,3D locomotion simulator NR,runtime terrain representation,NR,NR,terrain encoding; mutation; minimal criterion; transfer schedule; run seeds,https://arxiv.org/pdf/2206.06796,Included for generated 3D courses; general open-ended task scheduling alone would be excluded. Paper figures/examples are not coded as an open asset release.
BG-040,RajDasXiao2026RobotSquidGame,Robot Squid Game: Quadrupedal Locomotion for Traversing Narrow Tunnels,Amir Hossain Raj; Dibyendu Das; Xuesu Xiao,2026,arXiv,10.48550/arXiv.2605.13665,https://arxiv.org/abs/2605.13665,preprint,legged-robot obstacle courses,"""procedural tunnel geometry"" quadruped robot course generation",blind-ground,candidate,NR,unverified,https://arxiv.org/abs/2605.13665,agile legged control,Unitree Go2 quadruped,3D tunnel course,chains of hollow blocks with triangle; circle; half-circle; and gap cross sections,parametric procedural generation; difficulty curriculum,samples and connects tunnel segments with continuously varied clearance; rotation; orientation and gap geometry,class-specific parameter bounds; sequential curriculum; simulator collision checks,edge length; radius; gap width; shelf angle; rotation; incline,traversal success by difficulty; collision; 80 percent completion criterion,four geometry classes; continuous per-episode variation,2048 parallel environments; four expert-class distributions; class-balanced distillation replay,simulation by three difficulty levels; 10 real trials per reported tunnel configuration,Isaac Gym; Unitree Go2,triangle-mesh tunnel blocks/runtime environment,NR,NR,difficulty equations; 2048 environments; 10000 teacher iterations; sensing; real-trial protocol,https://arxiv.org/pdf/2605.13665,Procedural 3D confinement geometry is central; policy distillation is downstream. No official code or modular-tunnel asset release was located in the primary paper.
BG-041,HumeniukKhomhAntoniol2024RIGAA,Reinforcement Learning Informed Evolutionary Search for Autonomous Systems Testing,Dmytro Humeniuk; Foutse Khomh; Giuliano Antoniol,2024,ACM Transactions on Software Engineering and Methodology 33(8),10.1145/3680468,https://doi.org/10.1145/3680468,journal article; official artifact,targeted refinement round 1,"""RIGAA"" road topology generation autonomous vehicle",blind-ground,candidate,NR,unverified,https://doi.org/10.1145/3680468; https://arxiv.org/abs/2308.12762; https://zenodo.org/records/13131708,autonomous-systems testing,simulated car; MuJoCo Ant robot,road topology; maze course,road segment/action sequence; axis-aligned maze walls,reinforcement-learning-informed genetic algorithm; NSGA-II,uses an RL agent to seed evolutionary generation of failure-revealing roads and robot mazes,surrogate/domain rewards; representation bounds; evolutionary validity filters,road shape; maze topology NR,lane deviation; robot task failure; average test fitness,suite diversity; novelty,RL-generated initial population mixed with evolutionary candidates,two case studies; comparisons under a two-hour road-test budget reported,BeamNG.tech; MuJoCo-style Ant environment,BeamNG/SBFT road test; maze representation,official_open,official_open,RL training; seed fraction; EA settings; budgets; simulator/agent versions; seeds,https://arxiv.org/pdf/2308.12762; https://doi.org/10.1145/3680468; https://zenodo.org/records/13131708/files/RIGAA_tool.zip,"New in refinement round 1; generates geometry rather than only prioritizing tests. Zenodo record 13131708 is author-deposited and contains RIGAA_tool.zip, supporting both official_open statuses."
