candidate_id,cite_key,title,authors,year,venue,doi,url,source_type,discovery_stream,discovery_query,discovery_agent,screening_status,exclusion_reason,metadata_status,metadata_evidence,domain,vehicle,course_object,representation_family,generator_family,generation_role,validity_strategy,geometry_metrics,difficulty_metrics,diversity_metrics,training_distribution,evaluation_suite,simulator,export_format,code_status,asset_status,reproducibility_fields,evidence_locator,coding_notes
BAAM-M004,RoboNation2023VRXTaskDescriptions,VRX 2023 Task Descriptions,RoboNation; Naval Postgraduate School; Open Robotics,2023,Virtual RobotX 2023 Competition specification,NR,https://robonation.org/app/uploads/sites/2/2023/07/VRX2023_Task-Descriptions_v1.2.pdf,official competition specification,maritime,site:robotx.org Virtual RobotX competition task descriptions buoy course,blind-aerial-maritime,candidate,NR,unverified,https://robotx.org/programs/vrx-2023/; https://robonation.org/app/uploads/sites/2/2023/07/VRX2023_Task-Descriptions_v1.2.pdf,maritime competition,unmanned surface vessel; WAM-V,waypoints; buoy gate chain; obstacles; dock,WGS84 PoseArray; colored buoy-pair gates; task state machine,bounded competition-course instantiation,specifies variable navigation-channel and waypoint evaluation courses,2-10 gates; 15-25 m gate width; inter-gate distance exceeds adjacent maximum width; direction rules; task scoring,gate count; width; inter-gate spacing; waypoint pose error,task level; collision penalties; time; pose error,layout varies by run,not a training distribution,eight tasks including Wayfinding and Follow the Path; 300 s gymkhana limit,VRX; Gazebo; ROS 2,ROS 2 PoseArray/WGS84; Gazebo task world,official_open,official_open,document version; gate bounds; task API; score; run conditions,"https://robonation.org/app/uploads/sites/2/2023/07/VRX2023_Task-Descriptions_v1.2.pdf, pp. 3-4 Wayfinding and pp. 9-10 Follow the Path; https://github.com/osrf/vrx, task implementation","A formal course family specification, not a stochastic generator paper. The PDF is not counted as an asset; the official VRX task implementation and configurations are reusable resources."
BAAM-M005,RoboNation2026RobotXHandbook,RobotX 2026 Team Handbook,RoboNation,2026,Maritime RobotX Challenge official handbook,NR,https://robonation.org/app/uploads/sites/2/2026/06/RobotX-2026_Team-Handbook-20260625.pdf,official competition specification,maritime,site:robotx.org rules course buoys RobotX Maritime Challenge PDF,blind-aerial-maritime,candidate,NR,unverified,https://robotx.org/programs/2026/; https://robonation.org/app/uploads/sites/2/2026/06/RobotX-2026_Team-Handbook-20260625.pdf,maritime competition; multi-domain autonomy,USV; UAV; UUV,physical buoy courses; waypoints; docking/task areas,official task diagrams; geodetic/physical course measurements; marker semantics,human-authored bounded course specification,defines the physical evaluation-course family and permitted variation for multi-vehicle autonomy,safety envelope; course/task dimensional constraints; official inspection and scoring,task dimensions and marker spacing by handbook section,task score; completion; time; penalties; readiness,competition runs and task variants; exact layouts finalized by organizers,not a training distribution,2026 RobotX tasks and proof-of-readiness evaluation,not_applicable,NR,not_applicable,NR,handbook revision date; task dimensions; marker colors; run rules; score,"https://robonation.org/app/uploads/sites/2/2026/06/RobotX-2026_Team-Handbook-20260625.pdf, task and scoring sections; https://robotx.org/programs/2026/, Resources",Living specification; exact course layouts may change before the November 2026 event. The handbook and task documents are not counted as reusable assets.
BAAM-M006,RoboNation2026RoboBoatHandbook,RoboBoat 2026 Team Handbook,RoboNation,2026,RoboBoat official handbook,NR,https://robonation.org/app/uploads/sites/3/2025/10/RoboBoat-2026-Team-Handbook_111125.pdf,official competition specification,maritime,site:robonation.org/app/uploads/sites/3 2026 RoboBoat team handbook task ideas,blind-aerial-maritime,candidate,NR,unverified,https://robonation.org/app/uploads/sites/3/2025/10/RoboBoat-2026-Team-Handbook_111125.pdf,maritime competition,autonomous surface vehicle,start gates; mission tasks; obstacles; task zones,physical course diagrams; buoy/marker semantics; course-server messages,human-authored modular task course,defines a reconfigurable physical autonomy challenge with task ordering chosen by teams,vehicle/safety constraints; mandatory start gate; official course setup and obstacle-avoidance rules,task and course dimensions by handbook figure,capability level; points; time; penalties; task sequencing,practice; qualifying; semifinal/final course configurations,not a training distribution,2026 Autonomy Challenge; core/advanced/disruptive capabilities,not_applicable,NR,not_applicable,NR,handbook release; task diagrams; course changes; server messages; score rules,"https://robonation.org/app/uploads/sites/3/2025/10/RoboBoat-2026-Team-Handbook_111125.pdf, pp. 1-10, Sec. 3 Autonomy Challenge, and Sec. 5 Rules","Course is modular and human laid out; it is evidence for a bounded evaluation family, not procedural generation. The handbook is not counted as a reusable asset."
BAAM-M007,LeBarsJaulin2015WRSC,"The World Robotic Sailing Championship, a competition to stimulate the development of autonomous sailboats",Fabrice Le Bars; Luc Jaulin,2015,MTS/IEEE OCEANS 2015 Genova,10.1109/OCEANS-Genova.2015.7271767,https://doi.org/10.1109/OCEANS-Genova.2015.7271767,conference paper,maritime,World Robotic Sailing Championship rules buoy race autonomous sailboat official,blind-aerial-maritime,candidate,NR,unverified,https://doi.org/10.1109/OCEANS-Genova.2015.7271767; https://www.roboticsailing.org/,maritime racing; competition,autonomous sailboat,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,not_applicable,NR,NR,"https://doi.org/10.1109/OCEANS-Genova.2015.7271767, title and proceedings metadata; https://www.roboticsailing.org/, official event archive","System/competition paper; generator mechanism is organizer-authored course design. Full proceedings text was not retrieved; edition-specific course, validity, distribution, simulator, export, and evaluation claims were removed. The paper and event archive are not counted as reusable assets."
BAAM-M008,WRSC2019Rules,World Robotic Sailing Championships 2019 Rules,WRSC/IRSC 2019 Organizing Committee,2019,official competition rules,NR,https://www.roboticsailing.org/2019/rules/,official competition specification,maritime,World Robotic Sailing Championship rules buoy race autonomous sailboat official,blind-aerial-maritime,candidate,NR,unverified,https://www.roboticsailing.org/2019/rules/,maritime racing; competition,autonomous sailboat,fleet race; station keeping/avoidance; area scanning; hide-and-seek course,physical challenge area; buoys; GPS track; daily announced coordinates,weather-conditioned human course placement,defines four portable challenge templates instantiated with locations announced on each competition day,COLREGs; remote takeover; support-vessel safety; organizer inspection,precise locations/time limits announced per challenge; tracking at least 1 Hz,ranking score; completion; route; time; avoidance,four challenge families; multiple attempts when time permits,not a training distribution,fleet race; station keeping and avoidance; collaborative area scanning; hide and seek,not_applicable,GPS CSV; 12-byte binary tracker records,not_applicable,NR,challenge date/location; coordinates; time; tracker format; attempt; weather decision,"https://www.roboticsailing.org/2019/rules/, Secs. 6-8 and Sec. 7.2 tracking format",Exact instantiated coordinates are deliberately late-bound by weather and organizers. The rules page is not counted as a reusable asset.
BAAM-M009,SailBot2022Events,SailBot 2022 Events,SailBot Organizing Committee,2022,official competition event specification,NR,https://www.sailbot.org/wp-content/uploads/2022/05/SailBot-2022-Events.pdf,official competition specification,maritime,SailBot competition rules autonomous sailboat buoy navigation race official PDF,blind-aerial-maritime,candidate,NR,unverified,https://www.sailbot.org/wp-content/uploads/2022/05/SailBot-2022-Events.pdf,maritime competition,autonomous sailboat,buoy navigation; fleet race; station keeping; collision avoidance,physical buoy/boat task diagrams and GPS targets,human-authored challenge instantiation,defines autonomous sailing course templates and task scoring,safety supervision; start/finish rules; task-specific bounds,approximately 100 m collision-avoidance leg reported; other dimensions by event section,completion; time; distance; station error; penalties,multiple event types; attempt count and exact layouts vary,not a training distribution,2022 SailBot events including collision avoidance and navigation,not_applicable,NR,not_applicable,NR,event version; buoy positions; time limits; task rules; score,"https://www.sailbot.org/wp-content/uploads/2022/05/SailBot-2022-Events.pdf, event sections and Collision Avoidance task",Official task evidence; no procedural or probabilistic course generator. The event PDF is not counted as a reusable asset.
BAAM-M010,Njord2026Handbook,Team Handbook Njord Challenge 2026,Njord - The Autonomous Ship Challenge,2026,official competition handbook,NR,https://njord.gitbook.io/team_handbook_njord_2026,official competition specification,maritime,site:njordchallenge.com rules buoy course autonomous ship challenge PDF,blind-aerial-maritime,candidate,NR,unverified,https://www.njordchallenge.com/2026-challenge/2026-challenge; https://njord.gitbook.io/team_handbook_njord_2026,maritime competition,autonomous surface vessel,physical navigation and docking course; markers,GitBook task specification; physical marker/course layout,human-authored competition course,defines technical specifications and test criteria for the 2026 physical challenge,safety and vehicle constraints; official test criteria; course inspection,task dimensions in living handbook,task completion; time; accuracy; penalties,physical challenge tasks,not a training distribution,Njord Challenge 2026 physical tasks,not_applicable,NR,not_applicable,NR,handbook revision; task dimensions; marker IDs; test criteria; event dates,"https://www.njordchallenge.com/2026-challenge/2026-challenge, 2026 challenge links; https://njord.gitbook.io/team_handbook_njord_2026, Technical Specifications and Test Criteria",Living handbook can change until the 10-14 August 2026 competition. The handbook is not counted as an asset; a reusable marker dataset endpoint was not directly verified.
BAAM-M011,HerremansEtAl2023AutonomousPortNavigation,Autonomous Port Navigation With Ranging Sensors Using Model-Based Reinforcement Learning,Siemen Herremans; Ali Anwar; Arne Troch; Ian Ravijts; Maarten Vangeneugden; Siegfried Mercelis; Peter Hellinckx,2023,"ASME 42nd International Conference on Ocean, Offshore and Arctic Engineering (OMAE)",10.1115/OMAE2023-104455,https://arxiv.org/abs/2312.05257,conference paper,maritime,site:arxiv.org autonomous surface vessel random obstacle scenarios reinforcement learning waypoint distribution,blind-aerial-maritime,candidate,NR,unverified,https://arxiv.org/abs/2312.05257; https://doi.org/10.1115/OMAE2023-104455,maritime agile navigation,inland/port autonomous vessel,randomized port environment,NR,port-environment randomization,randomizes port environments during training,NR,NR,NR,variety of unseen randomized port environments,randomized port environments during training,comparison with dynamic window approach and model-free reinforcement learning,NR,NR,NR,NR,NR,"https://arxiv.org/abs/2312.05257, abstract; https://doi.org/10.1115/OMAE2023-104455, publisher metadata","Includes static port/course geometry; moving-vessel behavior is a separate dynamics component. Only the arXiv abstract was retrieved; MOOS-IvP, uSimMarine, goal/route randomization, validity checks, cadence, simulator export, exact distribution, and code availability remain NR. The paper is not counted as an asset."
BAAM-M012,LesyEtAl2026ASVSim,ASVSim (AirSim for Surface Vehicles): A High-Fidelity Simulation Framework for Autonomous Surface Vehicle Research,Bavo Lesy; Siemen Herremans; Robin Kerstens; Jan Steckel; Walter Daems; Siegfried Mercelis; Ali Anwar,2026,IEEE Access,10.1109/ACCESS.2026.3687084,https://doi.org/10.1109/ACCESS.2026.3687084,journal paper; system paper,maritime,"""ASVSim"" AirSim Surface Vehicles GitHub official",blind-aerial-maritime,candidate,NR,unverified,https://doi.org/10.1109/ACCESS.2026.3687084; https://github.com/BavoLesy/ASVSim; https://bavolesy.github.io/idlab-asvsim-docs/; https://arxiv.org/abs/2506.22174,maritime simulation; agile navigation,autonomous surface vessel,procedural port/waterway; goal; shore boundary,Unreal Engine 5 procedural-content graph/Blueprint; Vector2 goal and border points,seeded procedural water/port generation,generates port geometry and automatically exposes goal and boundary points for navigation/RL,seeded parameter bounds; generated border points; Unreal collision/water geometry,length; angles; distances; shore/border geometry,map/port complexity; navigation and segmentation performance,Channel; Port; Lake projects plus seed-dependent generated ports,supports synthetic-data and RL generation,waterway segmentation and autonomous-navigation demonstrations,Cosys-AirSim; Unreal Engine 5,Unreal project/Blueprint; settings; goal/border API,official_open,official_open,seed; PCG parameters; map type; goal/border coordinates; sensor/vessel configuration,"https://doi.org/10.1109/ACCESS.2026.3687084, final IEEE Access record; https://github.com/BavoLesy/ASVSim, README Associated publications, ASVSim Modifications, How to Get It, and License sections; https://bavolesy.github.io/idlab-asvsim-docs/, Procedural Generation documentation; https://arxiv.org/pdf/2506.22174, system and experiment sections","Final 2026 IEEE Access title and DOI are recorded by the official ASVSim repository. The repository provides simulator code, example environments/assets, a procedural-generation reinforcement-learning example, and an MIT license. The repository states that it is provided as-is without active updates, warranty, or support."
BAAM-M013,HwangYoun2022NavigationPermutation,Navigation Scenario Permutation Model for Training of Maritime Autonomous Surface Ship Remote Operators,Taemin Hwang; Ik-Hyun Youn,2022,Applied Sciences,10.3390/app12031651,https://www.mdpi.com/2076-3417/12/3/1651,journal paper,maritime,"""scenario generation"" autonomous surface vessel benchmark waypoints buoys",blind-aerial-maritime,candidate,NR,unverified,https://www.mdpi.com/2076-3417/12/3/1651,maritime route generation; operator training,maritime autonomous surface ship,waypoint chain,sequence of course-alteration angles and inter-waypoint distances,empirical-distribution fitting plus weighted permutation,generates massive practical waypoint routes from AIS-derived navigation-element distributions,AIS filtering; angle and distance bounds; frequency-weighted representative values; claimed chart applicability,course alteration -90 to +90 degrees; distance 1-20 nautical miles; eight components,rarity/probability of route elements; practicality comparison,564480 possible scenarios for the eight-component example,30 million AIS rows from August 2020; 5000-9000 ships/day; normal and inverse-Gaussian fits,sample practical route versus an intentionally impractical route,NR,NR,NR,NR,AIS window 10 min; COG threshold 5 degrees; fit families; five bins; eight components; scenario count,"https://www.mdpi.com/2076-3417/12/3/1651, Secs. 2.2-3.3, Tables 1-3, Figs. 5-9","Direct waypoint-distribution generator, but evaluated for remote-operator training rather than robot-policy training. The open-access paper is not counted as an asset; code and reusable data-asset availability remain NR."
BAAM-M014,NylaenderEtAl2025WPgen,Search-based Generation of Waypoints for Triggering Self-Adaptations in Maritime Autonomous Vessels,Karoline Nylaender; Aitor Arrieta; Shaukat Ali; Paolo Arcaini,2025,Genetic and Evolutionary Computation Conference (GECCO),10.1145/3712256.3726399,https://arxiv.org/abs/2507.16327,conference paper,maritime,"""Search-based Generation of Waypoints for Triggering Self-Adaptations"" official",blind-aerial-maritime,candidate,NR,unverified,https://arxiv.org/abs/2507.16327; https://www.simula.no/research/search-based-generation-waypoints-triggering-self-adaptations-maritime-autonomous-vessels; https://zenodo.org/records/15093003,maritime testing; route generation,overwater tanker; two underwater autonomous vessels,perturbed waypoint route,ordered 2D waypoints; first waypoint fixed; remaining coordinates mutable,multiobjective NSGA-II waypoint mutation with seeded populations,generates small route variations that provoke inappropriate navigation/self-adaptation,over-water coordinate constraint; minimum consecutive-waypoint distance; invalid individuals receive death penalty,coordinate deviation from original; route length; minimum spacing,inappropriate-navigation trigger; variation objective; search convergence,three WPgen seeding variants; three vessels; 30 runs; Random Search baseline,population seeded from original and/or random feasible waypoints; bounds +/-Delta,three autonomous vessels in MSS; 30 independent runs per approach,Marine Systems Simulator (MSS),MSS waypoint arrays; replication scripts/results on Zenodo,official_open,official_open,Delta; population/operators; seed strategy; minimum distance; 30 runs; vessel models,"https://arxiv.org/pdf/2507.16327, Secs. 3-5; https://zenodo.org/records/15093003, replication scripts and results",Strong direct waypoint generator; objective is test triggering rather than racing-course diversity.
BAAM-M015,ZhangEtAl2025VoyagePlanningWaterways,A voyage planning framework for energy performance analysis of autonomous inland waterway vessels,Chengqian Zhang; Chi Zhang; Fabian Thies; Wengang Mao; Jonas W. Ringsberg,2025,Energy,10.1016/j.energy.2025.137906,https://www.sciencedirect.com/science/article/pii/S0360544225035480,journal paper,maritime,"""waterway generation"" autonomous ship simulation paper",blind-aerial-maritime,candidate,NR,unverified,https://www.sciencedirect.com/science/article/pii/S0360544225035480; https://research.chalmers.se/publication/547858,maritime simulation; inland navigation,autonomous inland waterway vessel,meandering waterway; riverbed; current field; route,parametric river centerline/cross section; hydraulic bathymetry and current map,parametric hydraulic waterway generation,"rapidly generates arbitrary meandering waterways for path-following, route-feasibility and energy analysis",hydraulic formula validated against field/literature data; route-feasibility and bank/depth constraints,curvature; cross-section shift; water depth; channel width; bank distance,shallow-water/bank effect; tracking error; rudder action; fuel use,"multiple river-center, infrastructure and near-bank operational scenarios",not a learning distribution; parameterized simulation study,field validation on two inland chemical vessels; operational scenarios; fuel optimization,custom voyage planning framework,NR,NR,NR,river parameters; hydraulic formula; ship model; route; control; field-validation data,"https://www.sciencedirect.com/science/article/pii/S0360544225035480, Sec. 2 waterway generation and Sec. 4 operational analysis; https://research.chalmers.se/publication/547858, official publication record",Only new strict in-scope candidate in final refinement round; energy optimization is downstream of generated geometry. Data available only on request is not counted as an open reusable asset; code availability remains NR.
