candidate_id,cite_key,title,authors,year,venue,doi,url,source_type,discovery_stream,discovery_query,discovery_agent,screening_status,exclusion_reason,metadata_status,metadata_evidence,domain,vehicle,course_object,representation_family,generator_family,generation_role,validity_strategy,geometry_metrics,difficulty_metrics,diversity_metrics,training_distribution,evaluation_suite,simulator,export_format,code_status,asset_status,reproducibility_fields,evidence_locator,coding_notes
AGRL0026,Humeniuk2023AmbieGen,AmbieGen: A search-based framework for autonomous systems testing,Dmytro Humeniuk; Foutse Khomh; Giuliano Antoniol,2023,Science of Computer Programming,10.1016/j.scico.2023.102990,https://doi.org/10.1016/j.scico.2023.102990; https://github.com/dgumenyuk/AmbieGen_tool,paper,aware-geometry-rl,AmbieGen search-based autonomous systems testing road topology journal extension,aware-geometry-rl,candidate,,verified,https://api.crossref.org/works/10.1016/j.scico.2023.102990,ground,car,open_corridor; world_asset,segment_grammar; occupancy_heightfield_mesh,search_evolutionary,geometry_synthesis; mutation; serialization,constraint_solver; penalty; simulation_validation,road-segment and maze topology,system-performance fitness,novelty and suite diversity,generated road and maze suites,autonomous vehicle and robot testing,NR,JSON,official_open,NR,framework configuration; search settings; domain constraints,"https://doi.org/10.1016/j.scico.2023.102990 (primary paper, framework and evaluation sections); https://github.com/dgumenyuk/AmbieGen_tool/blob/main/README.md (official framework and output documentation); https://github.com/dgumenyuk/AmbieGen_tool/blob/main/ambiegen/utils/car_road.py (official road representation source path)","Newly discovered, expansion round 2. Journal extension retained separately from the 2022 framework paper. Evidence audit verified the road representation and framework in official code; the inspected sources do not name a single simulator, so simulator is NR."
AGRL0027,Castellano2021RoadRepresentations,Analysis of Road Representations in Search-Based Testing of Autonomous Driving Systems,Ezequiel Castellano; Ahmet Cetinkaya; Paolo Arcaini,2021,"2021 IEEE International Conference on Software Quality, Reliability and Security",10.1109/qrs54544.2021.00028,https://doi.org/10.1109/QRS54544.2021.00028,paper,aware-geometry-rl,road representations search-based testing autonomous driving systems six representations,aware-geometry-rl,candidate,,verified,https://api.crossref.org/works/10.1109/qrs54544.2021.00028,ground,car,open_corridor,hybrid,search_evolutionary,geometry_synthesis; mutation; boundary_case,rejection; simulation_validation,valid-road rate across six encodings,failure effectiveness,road and failure diversity,search populations under six road representations,BeamNG autonomous-driving tests,BeamNG.tech,NR,NR,NR,six representations; search budget; validity and diversity measures,https://doi.org/10.1109/QRS54544.2021.00028 (IEEE Xplore Abstract),"Newly discovered, expansion round 2. Representation/metric contribution around actual generation; high-priority manual retrieval for encoding-level coding."
AGRL0028,Han2021PathAwareCrossover,Preliminary Evaluation of Path-aware Crossover Operators for Search-Based Test Data Generation for Autonomous Driving,Seunghee Han; Jaeuk Kim; Geon Kim; Jaemin Cho; Jiin Kim; Shin Yoo,2021,2021 IEEE/ACM Workshop on Search-Based Software Testing,10.1109/sbst52555.2021.00020,https://doi.org/10.1109/SBST52555.2021.00020,paper,aware-geometry-rl,path-aware crossover autonomous driving road generation AsFault,aware-geometry-rl,candidate,,verified,https://doi.org/10.1109/sbst52555.2021.00020,ground,car,open_corridor,segment_grammar; sampled_centerline,search_evolutionary,mutation; boundary_case,simulation_validation,genotype road segments; phenotype vehicle path,out-of-bounds and vision-system errors,NR,crossed-over AsFault road tests,Simulink autonomous-driving experiments,Simulink,NR,NR,NR,crossover operators; test budget; error counts,https://doi.org/10.1109/SBST52555.2021.00020 (IEEE Xplore Abstract),"Newly discovered, expansion round 2. Operator contribution only: mutates generated courses but does not introduce an independent generator."
AGRL0029,Klikovits2023FreneticLib,Frenetic-lib: An extensible framework for search-based generation of road structures for ADS testing,Stefan Klikovits; Ezequiel Castellano; Ahmet Cetinkaya; Paolo Arcaini,2023,Science of Computer Programming,10.1016/j.scico.2023.102996,https://doi.org/10.1016/j.scico.2023.102996; https://github.com/stklik-org/frenetic-lib,paper,aware-geometry-rl,Frenetic-lib road structures ADS testing Bezier Cartesian Kappa Theta,aware-geometry-rl,candidate,,verified,https://api.crossref.org/works/10.1016/j.scico.2023.102996,ground,car,open_corridor,hybrid; parametric_curve,search_evolutionary,geometry_synthesis; mutation; serialization,rejection; simulation_validation,Bezier; Cartesian; kappa; theta encodings; objective functions,simulator-defined ADS objective,population and history statistics,configurable GA road populations,custom-simulator ADS testing,pluggable simulators,CSV,official_open,NR,encoding choice; GA parameters; crossover/mutation; CSV history,"https://doi.org/10.1016/j.scico.2023.102996 (primary paper, framework and representation sections); https://github.com/stklik-org/frenetic-lib/blob/main/README.md (official representation and GA documentation); https://github.com/stklik-org/frenetic-lib/blob/main/src/freneticlib/executors/road_validator.py (official validator source path); https://github.com/stklik-org/frenetic-lib/blob/main/src/freneticlib/executors/beamng/beamng_executor.py (official BeamNG executor source path)","Newly discovered, expansion round 2. Repository API reports GPL-3.0 while README text/badge mentions MIT; code openness is verified but license metadata is contradictory."
AGRL0030,Arcaini2024CRAG,CRAG - a combinatorial testing-based generator of road geometries for ADS testing,Paolo Arcaini; Ahmet Cetinkaya,2024,Science of Computer Programming,10.1016/j.scico.2024.103171,https://doi.org/10.1016/j.scico.2024.103171,paper,aware-geometry-rl,CRAG combinatorial testing generator road geometries ADS,aware-geometry-rl,candidate,,verified,https://doi.org/10.1016/j.scico.2024.103171,ground,car,open_corridor,NR,constructive,geometry_synthesis; benchmark_only,not_reported,combinatorial road-geometry factors,ADS test outcomes,combinatorial coverage,covering-array road geometries,ADS testing experiments,NR,NR,NR,NR,combinatorial factors and coverage strength,https://doi.org/10.1016/j.scico.2024.103171 (publisher Abstract),"Newly discovered, expansion round 2. High-priority manual retrieval for exact factors, constraints, simulator, and assets. Evidence audit retained combinatorial generation claims from the publisher abstract; full text is needed for the road encoding, constraints, simulator, and export."
AGRL0031,Tang2023EvoScenario,EvoScenario: Integrating Road Structures into Critical Scenario Generation for Autonomous Driving System Testing,Shuncheng Tang; Zhenya Zhang; Jixiang Zhou; Yuan Zhou; Yan-Fu Li; Yinxing Xue,2023,2023 IEEE International Symposium on Software Reliability Engineering,10.1109/issre59848.2023.00054,https://doi.org/10.1109/ISSRE59848.2023.00054,paper,aware-geometry-rl,critical scenario generation integrating road structures EvoScenario,aware-geometry-rl,candidate,,verified,https://api.crossref.org/works/10.1109/issre59848.2023.00054,ground,car,open_corridor,segment_grammar; simulator_native,search_evolutionary,geometry_synthesis; mutation; task_selection,penalty; simulation_validation,road-segment shape and width,six traffic-rule or safety violations,scenario-sequence diversity,evolved roads plus dynamic-object maneuvers,industrial ADS experiments,NR,NR,NR,NR,road and maneuver encoding; multiobjective search; violation types,https://doi.org/10.1109/ISSRE59848.2023.00054 (IEEE Xplore Abstract),"Newly discovered, expansion round 2. In scope because road structures are evolved jointly with dynamic scenarios. Evidence audit retained abstract-supported road/scenario generation; the exact industrial simulator and export schema remain NR pending full-text retrieval."
AGRL0032,Humeniuk2024RIGAA,Reinforcement Learning Informed Evolutionary Search for Autonomous Systems Testing,Dmytro Humeniuk; Foutse Khomh; Giuliano Antoniol,2024,ACM Transactions on Software Engineering and Methodology,10.1145/3680468,https://doi.org/10.1145/3680468,paper,aware-geometry-rl,reinforcement learning informed evolutionary search road topology generation autonomous testing,aware-geometry-rl,candidate,,verified,https://api.crossref.org/works/10.1145/3680468,ground,car,open_corridor; world_asset,segment_grammar; occupancy_heightfield_mesh,search_evolutionary; environment_design,geometry_synthesis; task_selection,constraint_solver; simulation_validation,road topology and maze layout,lane-keeping and navigation system performance,suite diversity,RL-guided initial populations followed by evolutionary search,road-topology and robot-maze cases under two-hour budgets,NR,NR,NR,NR,RL surrogate; initial-population fraction; two-hour budget; baselines,https://doi.org/10.1145/3680468 (ACM publisher Abstract),"Newly discovered, expansion round 2. RL guides generation under domain constraints; compared with AmbieGen, CRAG, WOGAN, and Frenetic. Evidence audit retained abstract-supported RL-guided evolutionary search; the exact simulator and export schema remain NR pending full-text retrieval."
AGRL0033,Blattner2024Frenet,Diversity-guided Search Exploration for Self-driving Cars Test Generation through Frenet Space Encoding,Timo Blattner; Christian Birchler; Timo Kehrer; Sebastiano Panichella,2024,arXiv,10.48550/arxiv.2401.14682,https://arxiv.org/abs/2401.14682,paper,aware-geometry-rl,bootstrap arXiv verification: Frenet space encoding diversity-guided self-driving test generation,aware-geometry-rl,candidate,,verified,https://export.arxiv.org/api/query?id_list=2401.14682,ground,car,open_corridor,parametric_curve,search_evolutionary; learned_generative,geometry_synthesis; mutation,rejection,smoothness and geometric validity,self-driving test failures,learned transformer distance in Frenet representation,1174 generated tests,self-driving car test-generation experiments,BeamNG.tech 0.24.0.2,JSON,NR,NR,Frenet encoding; transformer metric; genetic search; 1174 tests,"https://arxiv.org/pdf/2401.14682 (primary PDF, Sections 3.1-3.3, 4.1-4.5, 5.1, and Table 1)",Bootstrap-represented (C0024). Reports roughly 50% valid smooth curves and explicitly optimizes diversity.
AGRL0034,Panichella2021SBSTCompetition,SBST Tool Competition 2021,Sebastiano Panichella; Alessio Gambi; Fiorella Zampetti; Vincenzo Riccio,2021,2021 IEEE/ACM Workshop on Search-Based Software Testing,10.1109/sbst52555.2021.00011,https://doi.org/10.1109/SBST52555.2021.00011,benchmark,aware-geometry-rl,SBST tool competition BeamNG road test generation benchmark,aware-geometry-rl,candidate,,verified,https://api.crossref.org/works/10.1109/sbst52555.2021.00011,ground,car,fixed_benchmark; open_corridor,simulator_native,NR,benchmark_only,simulation_validation,valid submitted roads,lane-keeping failures,competition diversity measures,tool-generated road test suites,SBST 2021 Cyber-Physical Systems tool competition,BeamNG.tech,NR,NR,NR,competition rules; execution budget; scoring metrics,"https://doi.org/10.1109/SBST52555.2021.00011 (primary competition paper, competition rules, scoring, and results sections, pp. 20-27)","Newly discovered, expansion round 2. Benchmark/distribution contribution; it evaluates generators rather than proposing course synthesis. Evidence audit treats this as a benchmark protocol, not a human-designed generator, and found no reported serialization format."
AGRL0035,Jiang2021REPAIRED,Replay-Guided Adversarial Environment Design,Minqi Jiang; Michael Dennis; Jack Parker-Holder; Jakob Foerster; Edward Grefenstette; Tim Rocktaeschel,2021,Advances in Neural Information Processing Systems 34,NR,https://arxiv.org/abs/2110.02439; https://github.com/facebookresearch/dcd,paper,aware-geometry-rl,bootstrap primary-paper verification: REPAIRED CarRacing Bezier F1 tracks,aware-geometry-rl,candidate,,verified,https://export.arxiv.org/api/query?id_list=2110.02439,ground,car,closed_track,parametric_curve,environment_design; selection_replay,task_selection; mutation,by_construction; rejection,up to 12 Bezier control points; curvature constraints; control-point uniqueness,regret; return; minimum return,zero-shot F1 track performance,adaptive generated/replayed CarRacing levels,20 human-designed Formula 1 tracks,extended Gymnasium CarRacing,level parameter sequence,official_open,official_open,5M steps; 10 seeds; 12-point limit; replay and teacher settings,"https://arxiv.org/pdf/2110.02439 (primary PDF, Section 6.2, Appendix C.2, Appendix D.2, Table 5, and Figures 18-19); https://github.com/facebookresearch/dcd/blob/main/envs/box2d/car_racing_bezier.py (official track source path); https://github.com/facebookresearch/dcd/blob/main/envs/box2d/racetracks/formula1.py (official F1 benchmark source path); https://github.com/facebookresearch/dcd/tree/main/results/car_racing_f1 (official results path)","Bootstrap-represented (C0016). Selects and edits bounded Bezier tracks; novelty is curriculum design, not a new geometric generator."
AGRL0036,Azad2023CLUTR,CLUTR: Curriculum Learning via Unsupervised Task Representation Learning,Abdus Salam Azad; Izzeddin Gur; Jasper Emhoff; Nathaniel Alexis; Aleksandra Faust; Pieter Abbeel; Ion Stoica,2023,Proceedings of the 40th International Conference on Machine Learning (PMLR 202),NR,https://proceedings.mlr.press/v202/azad23a.html; https://github.com/clutr/clutr,paper,aware-geometry-rl,bootstrap primary-paper verification: CLUTR CarRacing task manifold F1,aware-geometry-rl,candidate,,verified,https://proceedings.mlr.press/v202/azad23a.html,ground,car,closed_track,parametric_curve,learned_generative; environment_design,task_selection,by_construction; rejection,length-12 integer control-point sequences for Bezier tracks,teacher regret; return,latent task-manifold coverage; zero-shot performance,"VAE pretrained on 1,000,000 randomly generated tracks",20 human-designed Formula 1 tracks; navigation tasks,extended Gymnasium CarRacing,latent and control-point sequences,official_open,NR,1M-track corpus; VAE; 2M/5M steps; benchmark tracks,"https://proceedings.mlr.press/v202/azad23a/azad23a.pdf (official PMLR PDF, Sections 4-5, Appendix C.2, C.4, and D); https://github.com/clutr/clutr/blob/main/envs/box2d/car_racing_bezier.py (official track source path); https://github.com/clutr/clutr/blob/main/task_embed/clutr_RVAE/gen_training_data.py (official corpus-generation source path); https://github.com/clutr/clutr/blob/main/envs/box2d/racetracks/formula1.py (official F1 benchmark source path)",Bootstrap-represented (C0018). Learns and selects a task distribution over an existing bounded Bezier generator.
AGRL0037,Jiang2021PLR,Prioritized Level Replay,Minqi Jiang; Edward Grefenstette; Tim Rocktaeschel,2021,Proceedings of the 38th International Conference on Machine Learning (PMLR 139),NR,https://proceedings.mlr.press/v139/jiang21b.html; https://github.com/facebookresearch/dcd,paper,aware-geometry-rl,bootstrap primary-paper verification: Prioritized Level Replay task selection,aware-geometry-rl,candidate,,verified,https://export.arxiv.org/api/query?id_list=2010.03934,adjacent,mixed,fixed_benchmark,simulator_native,selection_replay,task_selection; boundary_case,not_reported,NR,learning potential; value loss,level-buffer coverage,prioritized replay buffer of generated levels,Procgen and navigation benchmarks,multiple RL environments,NR,official_open,NR,replay score; staleness; buffer; seeds,"https://proceedings.mlr.press/v139/jiang21b/jiang21b.pdf (official PMLR PDF, Sections 3-5 and Appendices A-C); https://github.com/facebookresearch/dcd/blob/main/level_replay/level_sampler.py (official replay source path); https://github.com/facebookresearch/dcd/blob/main/level_replay/level_store.py (official level-store source path)",Bootstrap-represented (C0019). Boundary method: selects/replays tasks but contributes no racing-course representation or geometry operator.
AGRL0038,Dennis2020PAIRED,Emergent Complexity and Zero-shot Transfer via Unsupervised Environment Design,Michael Dennis; Natasha Jaques; Eugene Vinitsky; Alexandre Bayen; Stuart Russell; Andrew Critch; Sergey Levine,2020,Advances in Neural Information Processing Systems 33,NR,https://arxiv.org/abs/2012.02096; https://github.com/facebookresearch/dcd,paper,aware-geometry-rl,bootstrap primary-paper verification: PAIRED unsupervised environment design regret,aware-geometry-rl,candidate,,verified,https://export.arxiv.org/api/query?id_list=2012.02096,adjacent,mixed,world_asset,simulator_native,environment_design,task_selection; boundary_case,not_reported,NR,protagonist-antagonist regret,emergent environment complexity,teacher-generated environment instances,navigation and locomotion zero-shot transfer,MiniGrid; BipedalWalker,NR,official_open,NR,teacher action space; regret objective; seeds,"https://arxiv.org/pdf/2012.02096 (primary PDF, Sections 3-5, Algorithm 1, and Appendix F); https://github.com/facebookresearch/dcd/blob/main/train_scripts/grid_configs/bipedal/bipedal_paired.json (official PAIRED configuration path); https://github.com/facebookresearch/dcd/blob/main/train_scripts/grid_configs/minigrid/25_blocks/mg_25b_paired.json (official navigation configuration path)","Bootstrap-represented (C0020). Methodological boundary: generic environment design, with no ground-racing course synthesis in the paper."
AGRL0039,ParkerHolder2022ACCEL,Evolving Curricula with Regret-Based Environment Design,Jack Parker-Holder; Minqi Jiang; Michael Dennis; Mikayel Samvelyan; Jakob Foerster; Edward Grefenstette; Tim Rocktaeschel,2022,Proceedings of the 39th International Conference on Machine Learning (PMLR 162),NR,https://proceedings.mlr.press/v162/parker-holder22a.html; https://github.com/facebookresearch/dcd,paper,aware-geometry-rl,bootstrap primary-paper verification: ACCEL edit levels regret environment design,aware-geometry-rl,candidate,,verified,https://export.arxiv.org/api/query?id_list=2203.01302,adjacent,mixed,world_asset,simulator_native,environment_design; selection_replay,mutation; task_selection; boundary_case,not_reported,domain-specific level edits,regret,curriculum complexity,replayed levels incrementally edited at the capability frontier,MiniGrid; MiniHack; BipedalWalker,MiniHack; MiniGrid; BipedalWalker,NR,official_open,NR,edit operators; replay; regret; environment budgets,"https://proceedings.mlr.press/v162/parker-holder22a/parker-holder22a.pdf (official PMLR PDF, Sections 3-4 and Appendices B-C); https://github.com/facebookresearch/dcd/blob/main/train_scripts/grid_configs/bipedal/bipedal_accel.json (official ACCEL configuration path)","Bootstrap-represented (C0021). Useful mutation/curriculum precedent, but the reported experiments do not synthesize racing tracks."
AGRL0040,Peltomaki2022WOGAN,Wasserstein generative adversarial networks for online test generation for cyber physical systems,Jarkko Peltomaeki; Frankie Spencer; Ivan Porres,2022,Proceedings of the 15th Workshop on Search-Based Software Testing,10.1145/3526072.3527522,https://doi.org/10.1145/3526072.3527522,paper,aware-geometry-rl,WOGAN learned test generator cyber physical systems road generation RIGAA baseline,aware-geometry-rl,excluded,"Generic online CPS test-vector generation with no course, road, or track geometry synthesis, mutation, repair, serialization, or course-distribution contribution.",verified,https://doi.org/10.1145/3526072.3527522,adjacent,NR,NR,NR,learned_generative,boundary_case,not_reported,NR,NR,NR,online Wasserstein-GAN test vectors,SBST cyber-physical systems competition,NR,test parameter vectors,NR,NR,online GAN training; falsification budget,"https://doi.org/10.1145/3526072.3527522 (primary workshop paper, pp. 1-5)","Newly discovered, expansion round 3, from the RIGAA comparison chain. Method boundary: original paper does not generate course geometry. Evidence audit confirms this is a generic CPS test-vector generator rather than a course contribution; it is now an explicit excluded lead."
AGRL0041,Birchler2023TestSelection,Machine learning-based test selection for simulation-based testing of self-driving cars software,Christian Birchler; Sajad Khatiri; Bill Bosshard; Alessio Gambi; Sebastiano Panichella,2023,Empirical Software Engineering,10.1007/s10664-023-10286-y,https://doi.org/10.1007/s10664-023-10286-y,paper,aware-geometry-rl,forward citations ASFault machine learning test selection generated road tests,aware-geometry-rl,candidate,,verified,https://api.crossref.org/works/10.1007/s10664-023-10286-y,ground,car,fixed_benchmark; open_corridor,NR,selection_replay,task_selection; boundary_case,simulation_validation,NR,failure likelihood and test effectiveness,NR,corpus of previously generated simulation tests,simulation-based self-driving-car test selection,BeamNG.tech,NR,NR,NR,NR,https://doi.org/10.1007/s10664-023-10286-y (publisher Abstract),"Newly discovered, expansion round 4, via ASFault forward citation. Selects generated road tests; it does not synthesize or repair geometry. Evidence audit retained publisher-abstract claims only; full text is needed for road representation, feature set, diversity measures, and serialized outputs."
AGRL0042,Jahangirova2021Metrics,Quality Metrics and Oracles for Autonomous Vehicles Testing,Gunel Jahangirova; Andrea Stocco; Paolo Tonella,2021,"2021 IEEE Conference on Software Testing, Verification and Validation",10.1109/icst49551.2021.00030,https://doi.org/10.1109/ICST49551.2021.00030,paper,aware-geometry-rl,autonomous vehicle testing quality metrics oracles road diversity,aware-geometry-rl,candidate,,verified,https://doi.org/10.1109/icst49551.2021.00030,ground,car,fixed_benchmark; closed_track,simulator_native,human_designed,benchmark_only; boundary_case,simulation_validation,NR,lane position; cross-track error; speed; steering; learned oracle thresholds,NR,three fixed Udacity simulator tracks,human driving-quality ratings; mutant discrimination,Udacity self-driving car simulator,NR,NR,NR,metric definitions; oracle thresholds; three-track corpus,"https://zenodo.org/records/5055704/files/TR-Precrime-2020-04.pdf (official author-deposited primary PDF, Sections 2.2, 3.1-3.5, 4.1-4.3, and Table 1)","Newly discovered, expansion round 3. Metric/oracle boundary source; it evaluates generated tests but does not generate courses. Evidence audit corrected the simulator from BeamNG to the Udacity self-driving car simulator and restricted the row to fixed-track quality metrics/oracles."
AGRL0043,Arnold2013RobotPCG,Testing Autonomous Robot Control Software Using Procedural Content Generation,James I. Arnold; Rob Alexander,2013,"Computer Safety, Reliability, and Security (SAFECOMP 2013)",10.1007/978-3-642-40793-2_4,https://doi.org/10.1007/978-3-642-40793-2_4,paper,aware-geometry-rl,procedural content generation autonomous robot control testing generated worlds,aware-geometry-rl,candidate,,verified,https://doi.org/10.1007/978-3-642-40793-2_4,ground,ground_robot,world_asset,NR,stochastic_procedural,geometry_synthesis; benchmark_only,simulation_validation,NR,event-based safety score,500 random situations,500 procedurally generated robot test situations,autonomous robot controller tests,Player/Stage,NR,NR,NR,500 cases; event-based safety scoring; simulator,https://doi.org/10.1007/978-3-642-40793-2_4 (Springer publisher Abstract),"Newly discovered, expansion round 3, from backward citation chains. Transferable world-generation and difficulty-scoring boundary. Evidence audit retained Springer-abstract claims; the exact generated-world representation and serialization format remain NR pending full-text retrieval."
AGRL0044,Sotiropoulos2016VirtualWorldDifficulty,Virtual Worlds for Testing Robot Navigation: A Study on the Difficulty Level,Thierry Sotiropoulos; Jeremie Guiochet; Felix Ingrand; Helene Waeselynck,2016,2016 European Dependable Computing Conference,10.1109/edcc.2016.14,https://doi.org/10.1109/EDCC.2016.14,paper,aware-geometry-rl,generated virtual worlds robot navigation difficulty level trajectory curves,aware-geometry-rl,candidate,,verified,https://api.crossref.org/works/10.1109/edcc.2016.14,ground,ground_robot,world_asset,occupancy_heightfield_mesh,stochastic_procedural,geometry_synthesis; benchmark_only,simulation_validation,world-generation parameters; trajectory curves,mission achievement; duration; trajectory curvature,controlled world-parameter variation,generated 3D robot-navigation worlds,navigation-controller runs under simulator nondeterminism,MORSE,NR,NR,NR,world parameters; repeated runs; mission metrics,https://doi.org/10.1109/EDCC.2016.14 (IEEE Xplore Abstract),"Newly discovered, expansion round 3. Strong dynamics-aware difficulty analogue; world synthesis rather than road-course synthesis. Evidence audit found no serialized world format in the IEEE abstract; export_format is NR."
AGRL0045,Ashlock2006PathProblems,Evolving A Diverse Collection of Robot Path Planning Problems,Daniel Ashlock; Theodore W. Manikas; K. Ashenayi,2006,2006 IEEE Congress on Evolutionary Computation,10.1109/cec.2006.1688530,https://doi.org/10.1109/CEC.2006.1688530,paper,aware-geometry-rl,evolving diverse collection robot path planning problems generated environments,aware-geometry-rl,candidate,,verified,https://api.crossref.org/works/10.1109/cec.2006.1688530,ground,ground_robot,world_asset,NR,search_evolutionary,geometry_synthesis; benchmark_only,not_reported,NR,planner performance,diverse problem collection objective,evolved collection of planning problems,robot path-planner evaluation,NR,NR,NR,NR,evolutionary representation; diversity objective; planner,https://doi.org/10.1109/CEC.2006.1688530 (IEEE Xplore Abstract),"Newly discovered, expansion round 3. Transferable benchmark-distribution work; not specifically a racing or road generator. Evidence audit retained only abstract-supported evolutionary benchmark-distribution claims; full text is needed for representation and validity details."
AGRL0046,Gonzalez1999GlobalCurvature,"Global curvature, thickness, and the ideal shapes of knots",Oscar Gonzalez; John H. Maddocks,1999,Proceedings of the National Academy of Sciences,10.1073/pnas.96.9.4769,https://doi.org/10.1073/PNAS.96.9.4769,paper,aware-geometry-rl,bootstrap DOI verification: global curvature thickness ideal shapes knots,aware-geometry-rl,candidate,,verified,https://api.crossref.org/works/10.1073/pnas.96.9.4769,adjacent,NR,closed_track,parametric_curve,NR,boundary_case,not_reported,global radius of curvature; curve thickness; self-clearance,NR,NR,NR,mathematical curve examples,NR,NR,NR,NR,formal definitions and variational formulation,"https://www.pnas.org/doi/pdf/10.1073/pnas.96.9.4769 (official primary PDF, pp. 4769-4773, equations and thickness characterization)","Bootstrap-represented (C0055). Geometry-validity metric boundary; no course generator, mutation operator, or vehicle dynamics. Evidence audit records no simulator or code-status claim for this mathematical geometry paper."
AGRL0047,Yu2021RepulsiveCurves,Repulsive Curves,Christopher Yu; Henrik Schumacher; Keenan Crane,2021,ACM Transactions on Graphics,10.1145/3439429,https://doi.org/10.1145/3439429; https://arxiv.org/abs/2006.07859,paper,aware-geometry-rl,bootstrap DOI verification: repulsive curves tangent-point energy self-avoidance,aware-geometry-rl,candidate,,verified,https://api.crossref.org/works/10.1145/3439429,adjacent,NR,closed_track,parametric_curve,repair_projection,repair; boundary_case,repair_projection,tangent-point energy; Sobolev gradient; self-intersection avoidance,NR,NR,NR,curve and knot geometry examples,NR,NR,NR,NR,energy definition; discretization; optimization parameters,"https://arxiv.org/pdf/2006.07859 (primary PDF, Sections 3-8 and Appendices A-B)",Bootstrap-represented (C0057). Repair/self-avoidance method; no racing semantics or vehicle-aware difficulty in the source itself. Evidence audit found curve output but no reported interchange format; simulator and export_format are NR.
AGRL0048,Mueller2007PBD,Position based dynamics,Matthias Mueller; Bruno Heidelberger; Marcus Hennix; John Ratcliff,2007,Journal of Visual Communication and Image Representation,10.1016/j.jvcir.2007.01.005,https://doi.org/10.1016/j.jvcir.2007.01.005; https://matthias-research.github.io/pages/publications/posBasedDyn.pdf,paper,aware-geometry-rl,bootstrap DOI verification: position based dynamics constraint projection,aware-geometry-rl,candidate,,verified,https://api.crossref.org/works/10.1016/j.jvcir.2007.01.005,adjacent,NR,NR,NR,repair_projection,repair; boundary_case,repair_projection,constraint residual; projected positions,NR,NR,NR,real-time simulation examples,NR,NR,NR,NR,constraint projection loop; solver iterations; time step,"https://matthias-research.github.io/pages/publications/posBasedDyn.pdf (author-hosted primary PDF, Sections 3-5 and Algorithm 1)","Bootstrap-represented (C0060). Generic projection solver family; not a course generator. Evidence audit treats PBD as generic constraint projection, with no course object, course representation, or simulator claimed."
AGRL0049,Macklin2016XPBD,XPBD: Position-Based Simulation of Compliant Constrained Dynamics,Miles Macklin; Matthias Mueller; Nuttapong Chentanez,2016,Proceedings of the 9th International Conference on Motion in Games,10.1145/2994258.2994272,https://doi.org/10.1145/2994258.2994272; https://matthias-research.github.io/pages/publications/XPBD.pdf,paper,aware-geometry-rl,bootstrap DOI verification: XPBD compliant constrained dynamics projection,aware-geometry-rl,candidate,,verified,https://api.crossref.org/works/10.1145/2994258.2994272,adjacent,NR,NR,NR,repair_projection,repair; boundary_case,repair_projection,constraint residual; compliance; Lagrange multiplier,NR,NR,NR,compliant dynamics examples,NR,NR,NR,NR,compliance; time step; iterations; multiplier update,"https://matthias-research.github.io/pages/publications/XPBD.pdf (author-hosted primary PDF, Sections 2-4 and Algorithm 1)","Bootstrap-represented (C0061). Generic repair/projection machinery; no course synthesis or selection. Evidence audit treats XPBD as generic constraint projection, with no course object, course representation, or simulator claimed."
AGRL0050,Herman2021LearnToRace,Learn-to-Race: A Multimodal Control Environment for Autonomous Racing,James Herman; Jonathan Francis; Siddha Ganju; Bingqing Chen; Anirudh Koul; Abhinav Gupta; Alexey Skabelkin; Ivan Zhukov; Max Kumskoy; Eric Nyberg,2021,2021 IEEE/CVF International Conference on Computer Vision,10.1109/iccv48922.2021.00965,https://doi.org/10.1109/ICCV48922.2021.00965,benchmark,aware-geometry-rl,Learn-to-Race autonomous racing environment benchmark track generation,aware-geometry-rl,candidate,,verified,https://api.crossref.org/works/10.1109/iccv48922.2021.00965,ground,car,fixed_benchmark; closed_track,simulator_native,human_designed,benchmark_only; boundary_case,not_reported,fixed circuit geometry,lap time; progress; completion; control performance,benchmark track and condition set,fixed simulated racing circuits and multimodal observations,Learn-to-Race benchmark,Arrival Autonomous Racing Simulator,NR,official_open,official_open,benchmark protocol; observation modalities; tracks; metrics,"https://openaccess.thecvf.com/content/ICCV2021/papers/Herman_Learn-To-Race_A_Multimodal_Control_Environment_for_Autonomous_Racing_ICCV_2021_paper.pdf (official CVF PDF, Sections 3, 4.2-4.4, 5, and Tables 1-4); https://github.com/learn-to-race/l2r (official code and dataset repository)","Newly discovered, expansion round 1. Fixed-track control benchmark only; no course synthesis, mutation, repair, or selection."
