candidate_id,title,source_url,raw_access_status,action,priority,limitation_note
C0144,GenRL at the SBST 2022 Tool Competition,https://doi.org/10.1145/3526072.3527533,metadata_only,user-fetch-or-document-limitation,low,No local archive; publisher record only.
C0153,OpenAI Gym,https://arxiv.org/abs/1606.01540,full_text_repository,archive-public-full-text,low,Paper is a general toolkit description; no local archived copy.
C0155,Open-Ended Learning Strategies for Learning Complex Locomotion Skills,https://arxiv.org/abs/2206.06796,full_text_public,archive-public-full-text,low,Preprint only; no local archive.
C0157,Sim-to-Real Deep Reinforcement Learning based Obstacle Avoidance for UAVs under Measurement Uncertainty,https://arxiv.org/abs/2303.07243,full_text_public,archive-public-full-text,low,Preprint only; no local archive.
C0159,Reinforcement Learning for Collision-free Flight Exploiting Deep Collision Encoding,https://arxiv.org/abs/2402.03947,full_text_public,archive-public-full-text,low,Author preprint of ICRA paper; no local archive.
C0160,Learning Speed Adaptation for Flight in Clutter,https://arxiv.org/abs/2403.04586,full_text_public,archive-public-full-text,low,Author preprint of RA-L paper; no local archive.
C0167,Robot Squid Game: Quadrupedal Locomotion for Traversing Narrow Tunnels,https://arxiv.org/abs/2605.13665,full_text_public,archive-public-full-text,low,Recent preprint; no local archive.
C0169,ASAM OpenCRG 2.0.1,https://www.asam.net/standards/detail/opencrg/,metadata_only_official,archive-official-source,low,Official page confirms version; standard download requires registration/details; no local archive.
C0170,"ASAM OpenDRIVE BS 1.8.1 Specification, 2024-11-21",https://publications.pages.asam.net/standards/ASAM_OpenDRIVE/ASAM_OpenDRIVE_Specification/v1.8.1/specification/index.html,full_text_official,archive-official-source,low,Versioned official HTML specification; no local archive.
C0171,ASAM OpenDRIVE BS 1.9.0 Specification,https://publications.pages.asam.net/standards/ASAM_OpenDRIVE/ASAM_OpenDRIVE_Specification/v1.9.0/specification/index.html,full_text_official,archive-official-source,low,Versioned official HTML specification; no local archive.
C0190,Learning to Walk in Minutes Using Massively Parallel Deep Reinforcement Learning,https://proceedings.mlr.press/v164/rudin22a.html,full_text_public,archive-public-full-text,low,Proceedings source; no local archive.
C0192,OpenDRIVE standalone mode,https://carla.readthedocs.io/en/0.9.12/adv_opendrive/,full_text_official,archive-official-source,low,Versioned documentation; no local archive.
C0193,Plan File Format,https://docs.qgroundcontrol.com/master/en/qgc-dev-guide/file_formats/plan.html,full_text_official,archive-official-source,low,Mutable master documentation; no local archive.
C0199,Robot Parkour Learning,https://proceedings.mlr.press/v229/zhuang23a.html,full_text_public,archive-public-full-text,low,Proceedings source; no local archive.
C0200,RobotX 2026 | Team Handbook,https://robonation.org/app/uploads/sites/2/2026/06/RobotX-2026_Team-Handbook-20260625.pdf,full_text_official,archive-official-source,low,Versioned handbook is public; no local archive.
C0201,SailBot 2022 Events,https://www.sailbot.org/wp-content/uploads/2022/05/SailBot-2022-Events.pdf,full_text_official,archive-official-source,low,Competition event specification; no local archive.
C0204,Pose Frame Semantics Tutorial,https://sdformat.org/tutorials/specification/pose_frame_semantics/1.7/,full_text_official,archive-official-source,low,Versioned tutorial page; no local archive.
C0206,Team Handbook Njord 2026,https://njord.gitbook.io/2026/,full_text_official,archive-official-source,low,Live handbook is updated in place; no local archive.
C0207,VRX Competition Technical Guide: Virtual RobotX 2022 Competition,https://robonation.org/app/uploads/sites/2/2021/11/VRX2022_Technical-Guide_v1.1.pdf,full_text_official,archive-official-source,low,Technical guide is public; no local archive.
C0209,VRX 2023 Task Descriptions,https://robonation.org/app/uploads/sites/2/2023/07/VRX2023_Task-Descriptions_v1.2.pdf,full_text_official,archive-official-source,low,Task-description specification is public; no local archive.
C0210,VRX Automated Evaluation,https://github.com/osrf/vrx-docker,full_text_official,archive-official-source,low,Mutable repository branch; no local archive or commit pin.
