candidate_id,cite_key,title,authors,year,venue,doi,url,source_type,discovery_stream,discovery_query,discovery_agent,screening_status,exclusion_reason,metadata_status,metadata_evidence
C0055,Gonzalez1999GlobalCurvature,"Global Curvature, Thickness, and the Ideal Shapes of Knots",Oscar Gonzalez; John H. Maddocks,1999,Proceedings of the National Academy of Sciences,10.1073/pnas.96.9.4769,https://doi.org/10.1073/pnas.96.9.4769,journal article,aware-geometry-rl; bootstrap,docs/related-work/prior-art.rst; docs/related-work/state-of-the-art.rst; seed::C0055,aware-geometry-rl; main,candidate,,verified,doi::https://doi.org/10.1073/pnas.96.9.4769;publisher::https://www.pnas.org/doi/10.1073/pnas.96.9.4769
C0056,Cantarella2002MinimumRopelength,On the minimum ropelength of knots and links,Jason Cantarella; Robert B. Kusner; John M. Sullivan,2002,Inventiones mathematicae,10.1007/s00222-002-0234-y,https://link.springer.com/article/10.1007/s00222-002-0234-y,journal article,bootstrap,docs/related-work/state-of-the-art.rst,main,candidate,,verified,publisher::https://link.springer.com/article/10.1007/s00222-002-0234-y
C0057,Yu2021RepulsiveCurves,Repulsive Curves,Chris Yu; Henrik Schumacher; Keenan Crane,2021,ACM Transactions on Graphics,10.1145/3439429,https://doi.org/10.1145/3439429,journal article,aware-geometry-rl; bootstrap,docs/related-work/prior-art.rst; docs/related-work/state-of-the-art.rst; seed::C0057,aware-geometry-rl; main,candidate,,verified,doi::https://doi.org/10.1145/3439429;official_documentation::https://www.cs.cmu.edu/~kmcrane/Projects/RepulsiveCurves/;publisher::https://dl.acm.org/doi/10.1145/3439429
C0058,Henrich2025GenerationGameplay,From Generation to Gameplay: Authoring Race Tracks With Repulsive Curves,Lasse Henrich;Falko Kötter,2025,IEEE Transactions on Games,10.1109/tg.2025.3561107,https://doi.org/10.1109/tg.2025.3561107,journal article,aware-geometry-rl; bootstrap; racing-game PCG transfer,"""From Generation to Gameplay: Authoring Race Tracks With Repulsive Curves""; docs/related-work/state-of-the-art.rst; seed::C0058",aware-geometry-rl; blind-ground; main,candidate,,verified,doi::https://doi.org/10.1109/tg.2025.3561107;publisher::https://ieeexplore.ieee.org/document/10965488/
C0059,Lagemann2023TangentPoint,Tangent-point energies and ropelength as Gamma-limits of discrete tangent-point energies on biarc curves,Anna Lagemann; Heiko von der Mosel,2023,Advances in Continuous and Discrete Models,10.1186/s13662-022-03750-4,https://arxiv.org/abs/2203.16383,journal article,bootstrap,docs/related-work/state-of-the-art.rst,main,candidate,,verified,doi::https://doi.org/10.1186/s13662-022-03750-4;preprint_repository::https://arxiv.org/abs/2203.16383;publisher::https://advancesindifferenceequations.springeropen.com/articles/10.1186/s13662-022-03750-4
C0060,Muller2007PositionBased,Position Based Dynamics,Matthias Müller; Bruno Heidelberger; Marcus Hennix; John Ratcliff,2007,Journal of Visual Communication and Image Representation,10.1016/j.jvcir.2007.01.005,https://doi.org/10.1016/j.jvcir.2007.01.005,journal article,aware-geometry-rl; bootstrap,docs/related-work/prior-art.rst; docs/related-work/state-of-the-art.rst; seed::C0060,aware-geometry-rl; main,candidate,,verified,doi::https://doi.org/10.1016/j.jvcir.2007.01.005;publisher::https://www.sciencedirect.com/science/article/pii/S1047320307000065
C0061,Macklin2016XPBDPosition,XPBD: Position-Based Simulation of Compliant Constrained Dynamics,Miles Macklin; Matthias Müller; Nuttapong Chentanez,2016,Proceedings of the 9th International Conference on Motion in Games,10.1145/2994258.2994272,https://doi.org/10.1145/2994258.2994272,conference paper,aware-geometry-rl; bootstrap,docs/generators/benchmarks.rst; docs/related-work/prior-art.rst; docs/related-work/state-of-the-art.rst; docs/superpowers/specs/2026-06-23-gate-sequence-generation-design.md; docs/tutorials/gate-sequences.rst; seed::C0061,aware-geometry-rl; main,candidate,,verified,doi::https://doi.org/10.1145/2994258.2994272;publisher::https://dl.acm.org/doi/10.1145/2994258.2994272
C0062,Liu2023RoboticManipulation,Robotic Manipulation of Deformable Rope-Like Objects Using Differentiable Compliant Position-Based Dynamics,Fei Liu;Entong Su;Jingpei Lu;Mingen Li;Michael C. Yip,2023,IEEE Robotics and Automation Letters,10.1109/lra.2023.3264766,https://doi.org/10.1109/lra.2023.3264766,journal article,bootstrap,docs/related-work/state-of-the-art.rst,main,candidate,,verified,doi::https://doi.org/10.1109/lra.2023.3264766;publisher::https://ieeexplore.ieee.org/document/10093017/
C0063,Richard2026TrackGen,TrackGen,Antoine Richard,2026,GitHub repository,,https://github.com/AntoineRichard/TrackGen,software repository,bootstrap,docs/generators/benchmarks.rst; docs/related-work/prior-art.rst; docs/related-work/state-of-the-art.rst; docs/superpowers/specs/2026-06-23-gate-sequence-generation-design.md; docs/tutorials/gate-sequences.rst,main,candidate,,verified,official_repository::https://github.com/AntoineRichard;official_repository::https://github.com/AntoineRichard/TrackGen
C0064,Macklin2022WarpHigh,Warp: A High-performance Python Framework for GPU Simulation and Graphics,Miles Macklin,2022,NVIDIA GPU Technology Conference (GTC),,https://github.com/NVIDIA/warp,software,bootstrap,docs/generators/benchmarks.rst; docs/related-work/prior-art.rst; docs/related-work/state-of-the-art.rst; docs/superpowers/specs/2026-06-23-gate-sequence-generation-design.md; docs/tutorials/gate-sequences.rst,main,candidate,,verified,citation_cff::https://github.com/NVIDIA/warp/blob/main/CITATION.cff
C0065,NVIDIANodateCUDAGraphs,CUDA Graphs,NVIDIA Corporation,,CUDA Programming Guide,,https://docs.nvidia.com/cuda/cuda-programming-guide/04-special-topics/cuda-graphs.html,official documentation; software platform,bootstrap,docs/related-work/prior-art.rst; docs/related-work/state-of-the-art.rst; docs/superpowers/specs/2026-06-23-gate-sequence-generation-design.md; docs/tutorials/gate-sequences.rst,main,candidate,,verified,official_documentation::https://docs.nvidia.com/cuda/cuda-programming-guide/04-special-topics/cuda-graphs.html
C0066,Ecoffet2021FirstReturn,"First return, then explore",Adrien Ecoffet; Joost Huizinga; Joel Lehman; Kenneth O. Stanley; Jeff Clune,2021,Nature,10.1038/s41586-020-03157-9,https://www.nature.com/articles/s41586-020-03157-9,journal article,bootstrap,docs/related-work/prior-art.rst,main,candidate,,verified,doi::https://doi.org/10.1038/s41586-020-03157-9;publisher::https://www.nature.com/articles/s41586-020-03157-9
C0067,Togelius2007TowardsAutomatic,Towards automatic personalised content creation for racing games,Julian Togelius; Renzo De Nardi; Simon M. Lucas,2007,2007 IEEE Symposium on Computational Intelligence and Games,10.1109/cig.2007.368106,https://doi.org/10.1109/cig.2007.368106,conference paper,aware-geometry-rl; bootstrap,docs/related-work/prior-art.rst; seed::C0067,aware-geometry-rl; main,candidate,,verified,doi::https://doi.org/10.1109/cig.2007.368106;publisher::https://ieeexplore.ieee.org/document/4219051/
C0068,Togelius2011SearchBased,Search-Based Procedural Content Generation: A Taxonomy and Survey,Julian Togelius; Georgios N. Yannakakis; Kenneth O. Stanley; Cameron Browne,2011,IEEE Transactions on Computational Intelligence and AI in Games,10.1109/tciaig.2011.2148116,https://doi.org/10.1109/tciaig.2011.2148116,journal article,bootstrap,docs/related-work/prior-art.rst,main,candidate,,verified,doi::https://doi.org/10.1109/tciaig.2011.2148116;publisher::https://ieeexplore.ieee.org/document/5756645/
C0069,Yannakakis2011ExperienceDriven,Experience-Driven Procedural Content Generation,Georgios N. Yannakakis; Julian Togelius,2011,IEEE Transactions on Affective Computing,10.1109/t-affc.2011.6,https://doi.org/10.1109/T-AFFC.2011.6,journal article,bootstrap,docs/related-work/prior-art.rst,main,candidate,,verified,doi::https://doi.org/10.1109/T-AFFC.2011.6;publisher::https://ieeexplore.ieee.org/document/5740836/
C0070,Hendrikx2013ProceduralContent,Procedural Content Generation for Games: A Survey,Mark Hendrikx; Sebastiaan Meijer; Joeri Van Der Velden; Alexandru Iosup,2013,"ACM Transactions on Multimedia Computing, Communications, and Applications",10.1145/2422956.2422957,https://doi.org/10.1145/2422956.2422957,survey article,bootstrap,docs/related-work/prior-art.rst,main,candidate,,verified,doi::https://doi.org/10.1145/2422956.2422957;publisher::https://dl.acm.org/doi/10.1145/2422956.2422957
C0071,Cobbe2020LeveragingProcedural,Leveraging Procedural Generation to Benchmark Reinforcement Learning,Karl Cobbe; Chris Hesse; Jacob Hilton; John Schulman,2020,Proceedings of the 37th International Conference on Machine Learning,,https://proceedings.mlr.press/v119/cobbe20a.html,conference paper,bootstrap,docs/related-work/prior-art.rst,main,candidate,,verified,proceedings::https://proceedings.mlr.press/v119/cobbe20a.html
C0073,Kaufmann2018DeepDrone,Deep Drone Racing: Learning Agile Flight in Dynamic Environments,Elia Kaufmann; Antonio Loquercio; Rene Ranftl; Alexey Dosovitskiy; Vladlen Koltun; Davide Scaramuzza,2018,Proceedings of The 2nd Conference on Robot Learning,,https://proceedings.mlr.press/v87/kaufmann18a.html,conference paper,bootstrap,docs/related-work/prior-art.rst,main,candidate,,verified,proceedings::https://proceedings.mlr.press/v87/kaufmann18a.html
C0074,Loquercio2020DeepDrone,Deep Drone Racing: From Simulation to Reality With Domain Randomization,Antonio Loquercio;Elia Kaufmann;René Ranftl;Alexey Dosovitskiy;Vladlen Koltun;Davide Scaramuzza,2020,IEEE Transactions on Robotics,10.1109/tro.2019.2942989,https://doi.org/10.1109/tro.2019.2942989,journal article,bootstrap,docs/related-work/prior-art.rst,main,candidate,,verified,doi::https://doi.org/10.1109/tro.2019.2942989;publisher::https://ieeexplore.ieee.org/document/8877728/
C0075,Foehn2022AlphaPilotAutonomous,AlphaPilot: autonomous drone racing,Philipp Foehn; Dario Brescianini; Elia Kaufmann; Titus Cieslewski; Mathias Gehrig; Manasi Muglikar; Davide Scaramuzza,2022,Autonomous Robots,10.1007/s10514-021-10011-y,https://doi.org/10.1007/s10514-021-10011-y,journal article,bootstrap,docs/related-work/prior-art.rst,main,candidate,,verified,doi::https://doi.org/10.1007/s10514-021-10011-y;publisher::https://link.springer.com/article/10.1007/s10514-021-10011-y
C0076,Kaufmann2023ChampionLevel,Champion-level drone racing using deep reinforcement learning,Elia Kaufmann; Leonard Bauersfeld; Antonio Loquercio; Matthias Müller; Vladlen Koltun; Davide Scaramuzza,2023,Nature,10.1038/s41586-023-06419-4,https://www.nature.com/articles/s41586-023-06419-4,journal article,bootstrap,docs/related-work/prior-art.rst,main,candidate,,verified,publisher::https://www.nature.com/articles/s41586-023-06419-4
C0077,Song2023ReachingLimit,Reaching the Limit in Autonomous Racing: Optimal Control versus Reinforcement Learning,Yunlong Song; Angel Romero; Matthias Müller; Vladlen Koltun; Davide Scaramuzza,2023,Science Robotics,10.1126/scirobotics.adg1462,https://doi.org/10.1126/scirobotics.adg1462,journal article,bootstrap,docs/related-work/prior-art.rst,main,candidate,,verified,doi::https://doi.org/10.1126/scirobotics.adg1462;publisher::https://www.science.org/doi/10.1126/scirobotics.adg1462
C0078,Krinner2024MPCCModel,MPCC++: Model Predictive Contouring Control for Time-Optimal Flight with Safety Constraints,Maria Krinner;Angel Romero;Leonard Bauersfeld;Melanie Zeilinger;Andrea Carron;Davide Scaramuzza,2024,Robotics: Science and Systems XX,10.15607/rss.2024.xx.109,https://doi.org/10.15607/rss.2024.xx.109,conference paper,bootstrap,docs/related-work/prior-art.rst,main,candidate,,verified,doi::https://doi.org/10.15607/rss.2024.xx.109;proceedings::https://www.roboticsproceedings.org/rss20/p109.html
C0079,Schwarting2021DeepLatent,Deep Latent Competition: Learning to Race Using Visual Control Policies in Latent Space,Wilko Schwarting;Tim Seyde;Igor Gilitschenski;Lucas Liebenwein;Ryan Sander;Sertac Karaman;Daniela Rus,2021,Proceedings of the 2020 Conference on Robot Learning,,https://proceedings.mlr.press/v155/schwarting21a.html,conference paper,bootstrap,docs/related-work/prior-art.rst,main,candidate,,verified,proceedings::https://proceedings.mlr.press/v155/schwarting21a.html
C0080,Brunnbauer2022LatentImagination,Latent Imagination Facilitates Zero-Shot Transfer in Autonomous Racing,Axel Brunnbauer; Luigi Berducci; Andreas Brandstätter; Mathias Lechner; Ramin Hasani; Daniela Rus; Radu Grosu,2022,2022 International Conference on Robotics and Automation (ICRA),10.1109/icra46639.2022.9811650,https://doi.org/10.1109/icra46639.2022.9811650,conference paper,bootstrap,docs/related-work/prior-art.rst,main,candidate,,verified,doi::https://doi.org/10.1109/icra46639.2022.9811650;publisher::https://ieeexplore.ieee.org/document/9811650/
C0081,Amini2022VISTA2,"VISTA 2.0: An Open, Data-driven Simulator for Multimodal Sensing and Policy Learning for Autonomous Vehicles",Alexander Amini; Tsun-Hsuan Wang; Igor Gilitschenski; Wilko Schwarting; Zhijian Liu; Song Han; Sertac Karaman; Daniela Rus,2022,2022 International Conference on Robotics and Automation (ICRA),10.1109/icra46639.2022.9812276,https://doi.org/10.1109/icra46639.2022.9812276,conference paper,bootstrap,docs/related-work/prior-art.rst,main,candidate,,verified,doi::https://doi.org/10.1109/icra46639.2022.9812276;publisher::https://ieeexplore.ieee.org/document/9812276/
C0082,MIT2017MITRACECAR,MIT RACECAR,Massachusetts Institute of Technology,2015,MIT RACECAR project website,,https://mit-racecar.github.io/,robotics platform,bootstrap,docs/related-work/prior-art.rst,main,candidate,,verified,official_documentation::https://mit-racecar.github.io/;official_release::https://news.mit.edu/2015/students-autonomous-robots-race-mit-tunnels-0406
C0083,Evans2024UnifyingF1TENTH,"Unifying F1TENTH Autonomous Racing: Survey, Methods and Benchmarks",Benjamin David Evans; Raphael Trumpp; Marco Caccamo; Felix Jahncke; Johannes Betz; Hendrik Willem Jordaan; Herman Arnold Engelbrecht,2024,arXiv,10.48550/arxiv.2402.18558,https://arxiv.org/abs/2402.18558,survey preprint,bootstrap,docs/related-work/prior-art.rst,main,candidate,,verified,preprint_repository::https://arxiv.org/abs/2402.18558
C0084,Charles2025AdvancingAutonomous,Advancing Autonomous Racing: A Comprehensive Survey of the Roboracer (F1TENTH) Platform,Israel Charles; Hossein Maghsoumi; Yaser Fallah,2025,"2025 6th International Conference on Artificial Intelligence, Robotics and Control (AIRC)",10.1109/airc64931.2025.11077481,https://doi.org/10.1109/airc64931.2025.11077481,conference paper; survey,bootstrap,docs/related-work/prior-art.rst,main,candidate,,verified,doi::https://doi.org/10.1109/airc64931.2025.11077481;publisher::https://ieeexplore.ieee.org/document/11077481/
C0085,Liniger2015OptimizationBased,Optimization-based autonomous racing of 1:43 scale RC cars,Alexander Liniger;Alexander Domahidi;Manfred Morari,2015,Optimal Control Applications and Methods,10.1002/oca.2123,https://doi.org/10.1002/oca.2123,journal article,bootstrap,docs/related-work/prior-art.rst,main,candidate,,verified,doi::https://doi.org/10.1002/oca.2123;publisher::https://onlinelibrary.wiley.com/doi/10.1002/oca.2123
C0086,Betz2023TUMAutonomous,TUM autonomous motorsport: An autonomous racing software for the Indy Autonomous Challenge,Johannes Betz; Tobias Betz; Felix Fent; Maximilian Geisslinger; Alexander Heilmeier; Leonhard Hermansdorfer; Thomas Herrmann; Sebastian Huch; Phillip Karle; Markus Lienkamp; Boris Lohmann; Felix Nobis; Levent Ögretmen; Matthias Rowold; Florian Sauerbeck; Tim Stahl; Rainer Trauth; Frederik Werner; Alexander Wischnewski,2023,Journal of Field Robotics,10.1002/rob.22153,https://doi.org/10.1002/rob.22153,journal article,bootstrap,docs/related-work/prior-art.rst,main,candidate,,verified,doi::https://doi.org/10.1002/rob.22153;publisher::https://onlinelibrary.wiley.com/doi/10.1002/rob.22153
C0087,Wischnewski2022IndyAutonomous,Indy Autonomous Challenge - Autonomous Race Cars at the Handling Limits,Alexander Wischnewski; Maximilian Geisslinger; Johannes Betz; Tobias Betz; Felix Fent; Alexander Heilmeier; Leonhard Hermansdorfer; Thomas Herrmann; Sebastian Huch; Phillip Karle; Felix Nobis; Levent Ögretmen; Matthias Rowold; Florian Sauerbeck; Tim Stahl; Rainer Trauth; Markus Lienkamp; Boris Lohmann,2022,12th International Munich Chassis Symposium 2021,10.1007/978-3-662-64550-5_10,https://doi.org/10.1007/978-3-662-64550-5_10,book chapter; conference paper,bootstrap,docs/related-work/prior-art.rst,main,candidate,,verified,doi::https://doi.org/10.1007/978-3-662-64550-5_10;publisher::https://link.springer.com/chapter/10.1007/978-3-662-64550-5_10
C0088,IndyAutonomousChallengeNodateIndyAutonomous,Indy Autonomous Challenge,Indy Autonomous Challenge,,Official competition website,,https://www.indyautonomouschallenge.com/,competition,bootstrap,docs/related-work/prior-art.rst,main,candidate,,verified,official_organizer::https://www.indyautonomouschallenge.com/
C0089,Goldfain2019AutoRallyOpen,AutoRally: An Open Platform for Aggressive Autonomous Driving,Brian Goldfain;Paul Drews;Changxi You;Matthew Barulic;Orlin Velev;Panagiotis Tsiotras;James M. Rehg,2019,IEEE Control Systems,10.1109/mcs.2018.2876958,https://doi.org/10.1109/mcs.2018.2876958,journal article,bootstrap,docs/related-work/prior-art.rst,main,candidate,,verified,doi::https://doi.org/10.1109/mcs.2018.2876958;publisher::https://ieeexplore.ieee.org/document/8616931/
C0090,CMURI2024DriverlessIntelligent,Driverless Intelligent Vehicles Lab,Carnegie Mellon University Robotics Institute,2024,Robotics Institute Carnegie Mellon University,,https://www.ri.cmu.edu/robotics-groups/driverless-intelligent-vehicles-lab/,official lab documentation; research lab,bootstrap,docs/related-work/prior-art.rst,main,candidate,,verified,official_documentation::https://www.ri.cmu.edu/robotics-groups/driverless-intelligent-vehicles-lab/
C0091,AIRacingTech2020AIRacing,AI Racing Tech,AI Racing Tech,2020,Official team website,,https://www.airacingtech.com/about-us,competition system; official website,bootstrap,docs/related-work/prior-art.rst,main,candidate,,verified,official_documentation::https://www.airacingtech.com/about-us
C0092,Xue2024LearningModel,Learning Model Predictive Control with Error Dynamics Regression for Autonomous Racing,Haoru Xue;Edward L. Zhu;John M. Dolan;Francesco Borrelli,2024,2024 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra57147.2024.10611628,https://doi.org/10.1109/icra57147.2024.10611628,conference paper,bootstrap,docs/related-work/prior-art.rst,main,candidate,,verified,doi::https://doi.org/10.1109/icra57147.2024.10611628;publisher::https://ieeexplore.ieee.org/document/10611628/
C0093,Kalaria2023TowardsSafety,Towards Safety Assured End-to-End Vision-Based Control for Autonomous Racing,Dvij Kalaria; Qin Lin; John M. Dolan,2023,arXiv,10.48550/arxiv.2303.02267,https://arxiv.org/abs/2303.02267,preprint,bootstrap,docs/related-work/prior-art.rst,main,candidate,,verified,preprint_repository::https://arxiv.org/abs/2303.02267
C0094,Kalaria2023AdaptivePlanning,Adaptive Planning and Control with Time-Varying Tire Models for Autonomous Racing Using Extreme Learning Machine,Dvij Kalaria; Qin Lin; John M. Dolan,2023,arXiv,10.48550/arxiv.2303.08235,https://arxiv.org/abs/2303.08235,preprint,bootstrap,docs/related-work/prior-art.rst,main,candidate,,verified,preprint_repository::https://arxiv.org/abs/2303.08235
C0095,ALSunni2025LLAMPC,LLA-MPC: Fast Adaptive Control for Autonomous Racing,Maitham F. AL-Sunni; Hassan Almubarak; Katherine Horng; John M. Dolan,2025,arXiv,10.48550/arxiv.2505.19512,https://arxiv.org/abs/2505.19512,preprint,bootstrap,docs/related-work/prior-art.rst,main,candidate,,verified,preprint_repository::https://arxiv.org/abs/2505.19512
C0096,Betz2022AutonomousVehicles,Autonomous Vehicles on the Edge: A Survey on Autonomous Vehicle Racing,Johannes Betz; Hongrui Zheng; Alexander Liniger; Ugo Rosolia; Phillip Karle; Madhur Behl; Venkat Krovi; Rahul Mangharam,2022,IEEE Open Journal of Intelligent Transportation Systems,10.1109/ojits.2022.3181510,https://doi.org/10.1109/ojits.2022.3181510,journal article,bootstrap,docs/related-work/prior-art.rst,main,candidate,,verified,doi::https://doi.org/10.1109/ojits.2022.3181510;publisher::https://ieeexplore.ieee.org/document/9790832/;publisher::https://ieeexplore.ieee.org/document/9790832/authors
C0097,Mi2021HDMapGenHierarchical,HDMapGen: A Hierarchical Graph Generative Model of High Definition Maps,Lu Mi; Hang Zhao; Charlie Nash; Xiaohan Jin; Jiyang Gao; Chen Sun; Cordelia Schmid; Nir Shavit; Yuning Chai; Dragomir Anguelov,2021,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),10.1109/cvpr46437.2021.00421,https://openaccess.thecvf.com/content/CVPR2021/html/Mi_HDMapGen_A_Hierarchical_Graph_Generative_Model_of_High_Definition_Maps_CVPR_2021_paper.html,conference paper,aware-geometry-rl; bootstrap; learned map generation,"""HDMapGen: A Hierarchical Graph Generative Model of High Definition Maps"" official; docs/related-work/prior-art.rst; seed::C0097",aware-geometry-rl; blind-ground; main,candidate,,verified,doi::https://doi.org/10.1109/cvpr46437.2021.00421;proceedings::https://openaccess.thecvf.com/content/CVPR2021/html/Mi_HDMapGen_A_Hierarchical_Graph_Generative_Model_of_High_Definition_Maps_CVPR_2021_paper.html
C0098,OpenStreetMapNodateOpenStreetMap,OpenStreetMap,OpenStreetMap contributors,,OpenStreetMap project,,https://www.openstreetmap.org/,geospatial dataset and platform,bootstrap,docs/related-work/prior-art.rst,main,candidate,,verified,official_documentation::https://www.openstreetmap.org/about
C0099,Weiss2017PositionBased,Position-Based Multi-Agent Dynamics for Real-Time Crowd Simulation,Tomer Weiss; Alan Litteneker; Chenfanfu Jiang; Demetri Terzopoulos,2017,Proceedings of the Tenth International Conference on Motion in Games,10.1145/3136457.3136462,https://doi.org/10.1145/3136457.3136462,conference paper,bootstrap,docs/related-work/prior-art.rst,main,candidate,,verified,doi::https://doi.org/10.1145/3136457.3136462;publisher::https://dl.acm.org/doi/10.1145/3136457.3136462;publisher::https://dlnext.acm.org/doi/pdf/10.1145/3136457.3136462
C0100,Marsh2024Uv,uv,Charlie Marsh,2024,Astral,,https://docs.astral.sh/uv/,software,bootstrap,docs/tutorials/gate-sequences.rst,main,candidate,,verified,official_documentation::https://docs.astral.sh/uv/;official_release::https://astral.sh/blog/uv
C0101,Klampfl2022UsingGenetic,Using Genetic Algorithms for Automating Automated Lane-Keeping System Testing,Lorenz Klampfl; Florian Klück; Franz Wotawa,2022,Journal of Software: Evolution and Process,10.1002/smr.2520,https://doi.org/10.1002/smr.2520,journal article,autonomous-vehicle testing,"""Using genetic algorithms for automating automated lane-keeping system testing"" DOI",blind-ground,candidate,,verified,doi::https://doi.org/10.1002/smr.2520;publisher::https://onlinelibrary.wiley.com/doi/10.1002/smr.2520
C0102,Arnold2013TestingAutonomous,Testing Autonomous Robot Control Software Using Procedural Content Generation,James Arnold; Rob Alexander,2013,"Computer Safety, Reliability, and Security",10.1007/978-3-642-40793-2_4,https://doi.org/10.1007/978-3-642-40793-2_4,conference paper; book chapter,aware-geometry-rl,citation::10.1109/edcc.2016.14,aware-geometry-rl,candidate,,verified,doi::https://doi.org/10.1007/978-3-642-40793-2_4;publisher::https://link.springer.com/chapter/10.1007/978-3-642-40793-2_4
C0103,Birchler2023MachineLearning,Machine learning-based test selection for simulation-based testing of self-driving cars software,Christian Birchler;Sajad Khatiri;Bill Bosshard;Alessio Gambi;Sebastiano Panichella,2023,Empirical Software Engineering,10.1007/s10664-023-10286-y,https://doi.org/10.1007/s10664-023-10286-y,journal article,aware-geometry-rl,citation::10.1145/3293882.3330566,aware-geometry-rl,candidate,,verified,doi::https://doi.org/10.1007/s10664-023-10286-y;publisher::https://link.springer.com/article/10.1007/s10664-023-10286-y
C0104,Krishnan2021AirLearning,Air Learning: a deep reinforcement learning gym for autonomous aerial robot visual navigation,Srivatsan Krishnan; Behzad Boroujerdian; William Fu; Aleksandra Faust; Vijay Janapa Reddi,2021,Machine Learning,10.1007/s10994-021-06006-6,https://link.springer.com/article/10.1007/s10994-021-06006-6,journal article,aerial,site:arxiv.org Air Learning deep reinforcement learning gym aerial robot random obstacle environments,blind-aerial-maritime,candidate,,verified,publisher::https://link.springer.com/article/10.1007/s10994-021-06006-6
C0106,Zhang2025VoyagePlanning,A voyage planning framework for energy performance analysis of autonomous inland waterway vessels,Chengqian Zhang; Chi Zhang; Fabian Thies; Wengang Mao; Jonas W. Ringsberg,2025,Energy,10.1016/j.energy.2025.137906,https://www.sciencedirect.com/science/article/pii/S0360544225035480,journal article,maritime,"""waterway generation"" autonomous ship simulation paper",blind-aerial-maritime,candidate,,verified,doi::https://doi.org/10.1016/j.energy.2025.137906;publisher::https://www.sciencedirect.com/science/article/pii/S0360544225035480
C0107,Humeniuk2022SearchBased,A Search-Based Framework for Automatic Generation of Testing Environments for Cyber-Physical Systems,Dmytro Humeniuk; Foutse Khomh; Giuliano Antoniol,2022,Information and Software Technology,10.1016/j.infsof.2022.106936,https://doi.org/10.1016/j.infsof.2022.106936,journal article,autonomous-vehicle testing; aware-geometry-rl,"""A search-based framework for automatic generation of testing environments"" DOI; citation::10.1145/3293882.3330566",aware-geometry-rl; blind-ground,candidate,,verified,doi::https://doi.org/10.1016/j.infsof.2022.106936;publisher::https://www.sciencedirect.com/science/article/pii/S0950584922000866
C0108,Humeniuk2023AmbieGenSearch,AmbieGen: A search-based framework for autonomous systems testing,Dmytro Humeniuk; Foutse Khomh; Giuliano Antoniol,2023,Science of Computer Programming,10.1016/j.scico.2023.102990,https://www.sciencedirect.com/science/article/pii/S0167642323000722,journal article,aware-geometry-rl,citation::10.1016/j.infsof.2022.106936,aware-geometry-rl,candidate,,verified,doi::https://doi.org/10.1016/j.scico.2023.102990;publisher::https://www.sciencedirect.com/science/article/pii/S0167642323000722
C0109,Klikovits2023FreneticLib,Frenetic-lib: An extensible framework for search-based generation of road structures for ADS testing,Stefan Klikovits; Ezequiel Castellano; Ahmet Cetinkaya; Paolo Arcaini,2023,Science of Computer Programming,10.1016/j.scico.2023.102996,https://doi.org/10.1016/j.scico.2023.102996,journal article,autonomous-vehicle testing; aware-geometry-rl,"""Frenetic-lib"" road structures ADS testing paper; query::Frenetic-lib road structures ADS testing Bezier Cartesian Kappa Theta",aware-geometry-rl; blind-ground,candidate,,verified,doi::https://doi.org/10.1016/j.scico.2023.102996;publisher::https://www.sciencedirect.com/science/article/pii/S0167642323000783
C0110,Arcaini2024CRAGCombinatorial,CRAG – a combinatorial testing-based generator of road geometries for ADS testing,Paolo Arcaini; Ahmet Cetinkaya,2024,Science of Computer Programming,10.1016/j.scico.2024.103171,https://www.sciencedirect.com/science/article/pii/S0167642324000947,journal article,autonomous-vehicle testing; aware-geometry-rl,CRAG combinatorial testing based generator road geometries ADS testing paper; query::CRAG combinatorial testing generator road geometries ADS,aware-geometry-rl; blind-ground,candidate,,verified,doi::https://doi.org/10.1016/j.scico.2024.103171;publisher::https://www.sciencedirect.com/journal/science-of-computer-programming/vol/238/suppl/C
C0111,Zhang2025LearningVision,Learning vision-based agile flight via differentiable physics,Yuang Zhang; Yu Hu; Yunlong Song; Danping Zou; Weiyao Lin,2025,Nature Machine Intelligence,10.1038/s42256-025-01048-0,https://www.nature.com/articles/s42256-025-01048-0,journal article,aerial,"""Learning vision-based agile flight via differentiable physics"" random obstacles",blind-aerial-maritime,candidate,,verified,doi::https://doi.org/10.1038/s42256-025-01048-0;publisher::https://www.nature.com/articles/s42256-025-01048-0
C0112,Lesy2026ASVSimAirSim,ASVSim (AirSim for Surface Vehicles): A High-Fidelity Simulation Framework for Autonomous Surface Vehicle Research,Bavo Lesy; Siemen Herremans; Robin Kerstens; Jan Steckel; Walter Daems; Siegfried Mercelis; Ali Anwar,2026,IEEE Access,10.1109/access.2026.3687084,https://doi.org/10.1109/access.2026.3687084,journal article,maritime,"""ASVSim"" AirSim Surface Vehicles GitHub official",blind-aerial-maritime,candidate,,verified,doi::https://doi.org/10.1109/ACCESS.2026.3687084;doi::https://doi.org/10.1109/access.2026.3687084;publisher::https://ieeexplore.ieee.org/document/11493908/;publisher::https://ieeexplore.ieee.org/document/11493908/authors
