source_path,source_heading,source_label,candidate_id,coverage_status,notes
docs/related-work/prior-art.rst,Suggested Related-Work Buckets,CMU DRIVE Lab,C0090,linked,
docs/related-work/prior-art.rst,Suggested Related-Work Buckets,AI Racing Tech,C0091,linked,
docs/related-work/prior-art.rst,Suggested Related-Work Buckets,PGDrive,C0006,linked,
docs/related-work/prior-art.rst,Suggested Related-Work Buckets,ASFault,C0022,linked,
docs/related-work/prior-art.rst,Suggested Related-Work Buckets,Bezier road search,C0014,linked,
docs/related-work/prior-art.rst,Suggested Related-Work Buckets,roundabout/OpenDRIVE generators,C0008,linked,
docs/related-work/prior-art.rst,Suggested Related-Work Buckets,OpenDRIVE,C0007,linked,
docs/related-work/prior-art.rst,Suggested Related-Work Buckets,Procedural Modeling of Cities,C0052,linked,
docs/related-work/prior-art.rst,Suggested Related-Work Buckets,Interactive Procedural Street Modeling,C0054,linked,
docs/related-work/prior-art.rst,Suggested Related-Work Buckets,PBD,C0060,linked,
docs/related-work/prior-art.rst,Suggested Related-Work Buckets,XPBD,C0061,linked,
docs/related-work/prior-art.rst,Suggested Related-Work Buckets,PBD for crowds/collision avoidance,C0099,linked,
docs/generators/benchmarks.rst,Generator Benchmarks,TrackGen generator benchmark suite,C0063,linked,
docs/generators/benchmarks.rst,Generator Benchmarks,benchmarks/compare_generators.py,C0063,linked,
docs/generators/benchmarks.rst,Generator Benchmarks,TrackGenConfig,C0063,linked,
docs/generators/benchmarks.rst,Generator Benchmarks,Warp,C0064,linked,
docs/generators/benchmarks.rst,Metric Definitions,XPBD,C0061,linked,
docs/generators/benchmarks.rst,Metric Definitions,TrackGenerator.generate(),C0063,linked,
docs/tutorials/gate-sequences.rst,Generating Gate Sequences for Drone Courses,track_gen,C0063,linked,
docs/tutorials/gate-sequences.rst,Generating Gate Sequences for Drone Courses,GateGenerator,C0063,linked,
docs/tutorials/gate-sequences.rst,Generating Gate Sequences for Drone Courses,XPBD,C0061,linked,
docs/tutorials/gate-sequences.rst,Prerequisites,track_gen,C0063,linked,
docs/tutorials/gate-sequences.rst,Prerequisites,uv,C0100,linked,
docs/tutorials/gate-sequences.rst,Building the Gate Config,GateGenConfig,C0063,linked,
docs/tutorials/gate-sequences.rst,Building the Gate Config,Warp,C0064,linked,
docs/tutorials/gate-sequences.rst,Generating the Gate Sequence,GateGenerator,C0063,linked,
docs/tutorials/gate-sequences.rst,Generating the Gate Sequence,TrackGenerator,C0063,linked,
docs/tutorials/gate-sequences.rst,Generating the Gate Sequence,CUDA,C0065,linked,
docs/tutorials/gate-sequences.rst,Generating the Gate Sequence,wp.Graph,C0064,linked,
docs/tutorials/gate-sequences.rst,Gate Figure,TrackGen gate collision solve,C0063,linked,
docs/tutorials/gate-sequences.rst,The gate_solve_iters Collision Behavior,GateGenerator,C0063,linked,
docs/tutorials/gate-sequences.rst,Buffer Reuse and Snapshots,GateSequence,C0063,linked,
docs/superpowers/specs/2026-06-23-gate-sequence-generation-design.md,Goal,TrackGen,C0063,linked,
docs/superpowers/specs/2026-06-23-gate-sequence-generation-design.md,Goal,TrackGenerator,C0063,linked,
docs/superpowers/specs/2026-06-23-gate-sequence-generation-design.md,Goal,TrackGenConfig,C0063,linked,
docs/superpowers/specs/2026-06-23-gate-sequence-generation-design.md,Goal,XPBD,C0061,linked,
docs/superpowers/specs/2026-06-23-gate-sequence-generation-design.md,Public API,track_gen,C0063,linked,
docs/superpowers/specs/2026-06-23-gate-sequence-generation-design.md,Gate-Native Registry,TrackGen,C0063,linked,
docs/superpowers/specs/2026-06-23-gate-sequence-generation-design.md,Generator Semantics,TrackGen,C0063,linked,
docs/superpowers/specs/2026-06-23-gate-sequence-generation-design.md,Validity,XPBD,C0061,linked,
docs/superpowers/specs/2026-06-23-gate-sequence-generation-design.md,Implementation Boundaries,TrackGen,C0063,linked,
docs/superpowers/specs/2026-06-23-gate-sequence-generation-design.md,Implementation Boundaries,CUDA graph capture,C0065,linked,
docs/superpowers/specs/2026-06-23-gate-sequence-generation-design.md,Implementation Boundaries,Warp,C0064,linked,
docs/superpowers/specs/2026-06-23-gate-sequence-generation-design.md,Testing,TrackGen,C0063,linked,
docs/superpowers/specs/2026-06-23-gate-sequence-generation-design.md,Testing,Warp,C0064,linked,
docs/superpowers/specs/2026-06-23-gate-sequence-generation-design.md,Testing,CUDA,C0065,linked,
