candidate_id,draft_file,draft_status,draft_criterion,needs_accountable_author_review,input_sha256,snapshot_sha256,primary_snapshot_sha256,assignment_ids,reviewer_ids,raw_access_statuses,trigger_ids,resolved_conflict_ids,conversion_status
C0129,batch-03.md,excluded,exclude-appearance-dynamics,false,247e394da14b5e1454c0f032a7baf0abc18ca3f5d9282c4266c8897fe11df7d3,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0129-01;A-C0129-04,screening-01;screening-04,full_text;full_text,A1;A2,NR,ready_for_normalization
C0130,batch-03.md,excluded,exclude-out-of-scope,false,c055d9a9928ae043b005bec5a317c208e9537fe1913788628ab0fc7e121cba06,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0130-01;A-C0130-05,screening-01;screening-05,abstract_only;full_text,A1;A2,NR,ready_for_normalization
C0132,batch-03.md,excluded,exclude-insufficient-detail,true,f47e2d4625ec2704f9342a8aa176981868ab318a1fde8686d0f4ebcdd2e4f25b,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0132-03;A-C0132-05,screening-03;screening-05,abstract_only;abstract_only,A3,NR,requires_accountable_author_review
C0134,batch-03.md,excluded,exclude-insufficient-detail,true,a2f5adea36cbc95b7f6c9f1a344b0c5369a20106c7a6fe6fd59ea267fb501030,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0134-01;A-C0134-03,screening-01;screening-03,abstract_only;abstract_only,A3,NR,requires_accountable_author_review
C0135,batch-03.md,included,include-1,false,01817ce1d76933b0494b361f0f0f97f1514c484d2c3a65a04bd22bd6a0aab873,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0135-01;A-C0135-06,screening-01;screening-06,abstract_only;official_documentation,A1;A2,NR,ready_for_normalization
C0137,batch-03.md,included,include-1,false,7630bdad3cc69a3a5d38f9b45a82d68b01a2b0db9085a213124921d1fa4e6631,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0137-04;A-C0137-06,screening-04;screening-06,full_text;abstract_only,A1;A2,NR,ready_for_normalization
C0139,batch-03.md,excluded,exclude-appearance-dynamics,false,01694a5693faa5de3fc0810d8b4c6f84274544d3c35cf6f68367a31349664520,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0139-03;A-C0139-05,screening-03;screening-05,full_text;full_text,A1;A2,NR,ready_for_normalization
C0141,batch-03.md,excluded,exclude-insufficient-detail,true,1a607a4878f35d249d98712dcae12f124cbbefa5281f1e16e5407bd10832421a,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0141-02;A-C0141-03,screening-02;screening-03,abstract_only;abstract_only,A3,NR,requires_accountable_author_review
C0143,batch-03.md,included,include-1,false,f334a3e120dcdd03a5590cb5111a698a68243551e5b64e73589fb6e6bb1fdf45,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0143-02;A-C0143-06,screening-02;screening-06,full_text;abstract_only,A1;A2;A4,X57B57E64E501,ready_for_normalization
C0144,batch-03.md,excluded,exclude-insufficient-detail,true,c98b8f58994b29c3c4f72d3396a0d3f5d55dbc58badefa1b969bd3988940b530,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0144-02;A-C0144-06,screening-02;screening-06,abstract_only;abstract_only,A3,NR,requires_accountable_author_review
C0150,batch-03.md,included,include-1,false,7ebbdfd7580f898058dc7c3ebe048eb173ee83dedfcc443a17154c38fa188885,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0150-02;A-C0150-04,screening-02;screening-04,full_text;abstract_only,A1;A2,NR,ready_for_normalization
C0151,batch-04.md,excluded,exclude-insufficient-detail,true,5081af9418d01179d1523db9a734708e6301fb1ef93f3db1d7c53e594a1fc529,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0151-01;A-C0151-05,screening-01;screening-05,abstract_only;abstract_only,A3,NR,requires_accountable_author_review
C0153,batch-04.md,included,include-1,false,1b60046b51ddaa8e3eb6743752bfe3eed43472619b01913a67102d5bbcfbae41,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0153-05;A-C0153-06,screening-05;screening-06,full_text;full_text_and_supplement,A1;A2,NR,ready_for_normalization
C0155,batch-04.md,excluded,exclude-out-of-scope,false,bf4f4ecf2487b9e1d7f1643921e2f3cccda4ca4721cea652c2223fe0ffa5b394,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0155-04;A-C0155-06,screening-04;screening-06,full_text;full_text,A1;A2,NR,ready_for_normalization
C0157,batch-04.md,excluded,exclude-out-of-scope,false,e240b8cf4d1680f91a6ed52bc877d9b96378975c8a3ee30259c9fd5a1fa1f761,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0157-02;A-C0157-03,screening-02;screening-03,full_text;full_text,A1;A2,NR,ready_for_normalization
C0159,batch-04.md,excluded,exclude-out-of-scope,false,8e5c3309ee8381d73881e8d03947c1098956cceb29c68cbb4f493be8a92fdad2,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0159-02;A-C0159-03,screening-02;screening-03,full_text;full_text,A1;A2,NR,ready_for_normalization
C0160,batch-04.md,excluded,exclude-out-of-scope,false,8795fc6101b7490f86b3331f516cb1525ef61345de1ba6f4d8753f6ac39bb93b,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0160-03;A-C0160-06,screening-03;screening-06,full_text;abstract_only,A2,NR,ready_for_normalization
C0164,batch-04.md,excluded,exclude-out-of-scope,false,4843b0543dc5bef75ec958ac5e3c85c93c860a2de07990f55e0b8723a5991448,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0164-01;A-C0164-06,screening-01;screening-06,full_text;full_text,A3,NR,ready_for_normalization
C0165,batch-04.md,included,include-1,false,2f543d00cb89e3d721661c75114d53a41dca4f530f1d0e662dd703867ec08bd6,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0165-05;A-C0165-06,screening-05;screening-06,full_text;abstract_only,A1;A2,NR,ready_for_normalization
C0170,batch-04.md,included,include-1,false,5877e620402e81bdd2f598484c6ec67d96100733454fa3e074cf80490f090a9a,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0170-01;A-C0170-03,screening-01;screening-03,official_documentation;official_documentation,A2,NR,ready_for_normalization
C0178,batch-04.md,included,include-1,false,5d1e07f7befdb34d37211c50013de7a837931e254c36994ed9f3ad7c112e8c16,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0178-01;A-C0178-04,screening-01;screening-04,official_documentation;official_documentation,A2,NR,ready_for_normalization
C0180,batch-04.md,boundary,boundary,false,4ea218bdd0fcb84235a81157d14a167af674cc6187b318f099f9c76b76fb1a7a,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0180-01;A-C0180-02,screening-01;screening-02,full_text;full_text,A1;A2,NR,ready_for_normalization
C0182,batch-04.md,included,include-2,false,904e69a348f7c04817c007b44408aadbe189701d438680350e6abc1f7ea6626c,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0182-03;A-C0182-06,screening-03;screening-06,official_documentation;official_documentation,A2,NR,ready_for_normalization
C0185,batch-04.md,included,include-1,false,50dd255885f03d54946e61d16b32b6e4ae79f6e0bb158bbad1a60e921549db15,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0185-01;A-C0185-03,screening-01;screening-03,official_documentation;official_documentation,A2,NR,ready_for_normalization
C0187,batch-04.md,excluded,exclude-out-of-scope,false,b0a795abdec69e57dbf28d2ece9ee64fd325eccda10a8d72353fc815fbf9e5c6,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0187-02;A-C0187-04,screening-02;screening-04,official_documentation;official_documentation,A2,NR,ready_for_normalization
C0188,batch-04.md,excluded,exclude-out-of-scope,false,68005a4509fdeaabca4cfbd6fafc318b337e901f9a9d7fe4dff0e28f03b2d8cd,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0188-02;A-C0188-05,screening-02;screening-05,official_documentation;official_documentation,A3,NR,ready_for_normalization
C0190,batch-04.md,excluded,exclude-out-of-scope,false,a68a76f7b6f08ae42d1e23ab1def9a4da633150f440e552c72e24074d07b7aad,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0190-04;A-C0190-05,screening-04;screening-05,full_text;full_text,A3,NR,ready_for_normalization
C0192,batch-04.md,included,include-1,false,ec6c3dfff55434628fbe80c6cc89c83968a75a3ed0812d7e524f6744ea2d0cfe,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0192-02;A-C0192-04,screening-02;screening-04,official_documentation;official_documentation,A2,NR,ready_for_normalization
C0193,batch-04.md,included,include-2,false,d62745eb0366b131c4225a570a2be8b989183e408bec0d77cc0bdf178e7aaba7,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0193-01;A-C0193-02,screening-01;screening-02,official_documentation;official_documentation,A2,NR,ready_for_normalization
C0198,batch-04.md,included,include-2,false,c31c0c41047dce608b9cf09695025f931eb558d157e77573bb584cb51aba9f5f,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0198-01;A-C0198-02,screening-01;screening-02,official_documentation;official_documentation,A2,NR,ready_for_normalization
C0200,batch-04.md,included,include-1,false,cac1ff52625d5f3b0f0e8af923f6ecabb690c598f551add9ffbd84e46af6465d,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0200-01;A-C0200-04,screening-01;screening-04,official_documentation;full_text,A2,NR,ready_for_normalization
C0203,batch-04.md,excluded,exclude-out-of-scope,false,bc67cd289a357b3d476a3216c40ff2817905449af24afb73ecc6be0d3e567754,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0203-01;A-C0203-04,screening-01;screening-04,official_documentation;official_documentation,A3,NR,ready_for_normalization
C0204,batch-04.md,excluded,exclude-out-of-scope,false,a4e0278df75d7754d84c51f5c2bbb661cad2654c6fce7cf7c689744088ee271e,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0204-02;A-C0204-04,screening-02;screening-04,official_documentation;official_documentation,A3,NR,ready_for_normalization
C0209,batch-04.md,included,include-1,false,45d141701b3415114d69471495bc316f7d7fa1dda4f59e7811e91e1e0fd6e8f2,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0209-02;A-C0209-04,screening-02;screening-04,official_documentation;full_text,A2,NR,ready_for_normalization
C0210,batch-04.md,included,include-1,false,4d6dc1f0ed729101788f1238fd988215115de4f49b3e4f630a91d3d6865de113,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0210-01;A-C0210-04,screening-01;screening-04,official_documentation;official_documentation,A2,NR,ready_for_normalization
