cite_key,source_candidate_id,title,field,primary_value,reliability_value,primary_evidence_locator,primary_coding_notes,evidence_bytes_locator,evidence_sha256
DRAFT_C0168,C0168,2022 Maritime RobotX Challenge Team Handbook,course_object,gate_chain;buoy_course;fixed_benchmark,buoy_course,survey_evidence_tier=PDF p. 4 Sec. 1.1 and PDF p. 8 Sec. 2.3;domain=PDF p. 4 Sec. 1.1;vehicle=PDF p. 5 Sec. 1.3;course_object=PDF p. 9 Sec. 2.4.1 and PDF pp. 13-14 Secs. 2.5.2-2.5.3;generation_role=PDF p. 4 Sec. 1.1 and PDF p. 8 Sec. 2.3;evaluation_suite=PDF p. 8 Sec. 2.3;code_status=PDF pp. 3-4 Table 1 and Sec. 1.1;reproducibility_fields=PDF pp. 9-10 Sec. 2.4.1 and PDF p. 13 Sec. 2.5.2,NR,paper/data/source_archive/v8/C0168/robotx-2022-team-handbook-v3.pdf,a9bf574bde799ccb466c6d95c98a6cb8924bab6395954edb57a260f4da8a32af
DRAFT_C0168,C0168,2022 Maritime RobotX Challenge Team Handbook,generation_role,benchmark_only,NR,survey_evidence_tier=PDF p. 4 Sec. 1.1 and PDF p. 8 Sec. 2.3;domain=PDF p. 4 Sec. 1.1;vehicle=PDF p. 5 Sec. 1.3;course_object=PDF p. 9 Sec. 2.4.1 and PDF pp. 13-14 Secs. 2.5.2-2.5.3;generation_role=PDF p. 4 Sec. 1.1 and PDF p. 8 Sec. 2.3;evaluation_suite=PDF p. 8 Sec. 2.3;code_status=PDF pp. 3-4 Table 1 and Sec. 1.1;reproducibility_fields=PDF pp. 9-10 Sec. 2.4.1 and PDF p. 13 Sec. 2.5.2,NR,paper/data/source_archive/v8/C0168/robotx-2022-team-handbook-v3.pdf,a9bf574bde799ccb466c6d95c98a6cb8924bab6395954edb57a260f4da8a32af
DRAFT_C0168,C0168,2022 Maritime RobotX Challenge Team Handbook,code_status,not_applicable,NR,survey_evidence_tier=PDF p. 4 Sec. 1.1 and PDF p. 8 Sec. 2.3;domain=PDF p. 4 Sec. 1.1;vehicle=PDF p. 5 Sec. 1.3;course_object=PDF p. 9 Sec. 2.4.1 and PDF pp. 13-14 Secs. 2.5.2-2.5.3;generation_role=PDF p. 4 Sec. 1.1 and PDF p. 8 Sec. 2.3;evaluation_suite=PDF p. 8 Sec. 2.3;code_status=PDF pp. 3-4 Table 1 and Sec. 1.1;reproducibility_fields=PDF pp. 9-10 Sec. 2.4.1 and PDF p. 13 Sec. 2.5.2,NR,paper/data/source_archive/v8/C0168/robotx-2022-team-handbook-v3.pdf,a9bf574bde799ccb466c6d95c98a6cb8924bab6395954edb57a260f4da8a32af
DRAFT_C0182,C0182,f1tenth/f1tenth_racetracks,representation_family,centerline_plus_width;occupancy_heightfield_mesh,sampled_centerline;centerline_plus_width;occupancy_heightfield_mesh,survey_evidence_tier=repo@b95c4eff README.md#L1-L2;domain=repo@b95c4eff README.md#L1-L2;vehicle=repo@b95c4eff README.md#L1-L2;course_object=repo@b95c4eff README.md#L24-L55;representation_family=repo@b95c4eff README.md#L49-L60;generation_role=repo@b95c4eff README.md#L57-L60;geometry_metrics=repo@b95c4eff README.md#L49-L55;evaluation_suite=repo@b95c4eff README.md#L1-L2;simulator=repo@b95c4eff README.md#L1-L2;export_format=repo@b95c4eff README.md#L57-L60;code_status=repo@b95c4eff convert.py#L1-L1;asset_status=repo@b95c4eff LICENSE#L1-L21;reproducibility_fields=repo@b95c4eff README.md#L49-L55,NR,paper/data/source_archive/v8/C0182/f1tenth_racetracks_b95c4eff766f6367d66b310ea20cd2c9563712c0.tar.gz,a38dcc6852a718efbd97b73d927a963ea1a9e1d9c869767112b481db9122a0e3
DRAFT_C0182,C0182,f1tenth/f1tenth_racetracks,generation_role,benchmark_only,NR,survey_evidence_tier=repo@b95c4eff README.md#L1-L2;domain=repo@b95c4eff README.md#L1-L2;vehicle=repo@b95c4eff README.md#L1-L2;course_object=repo@b95c4eff README.md#L24-L55;representation_family=repo@b95c4eff README.md#L49-L60;generation_role=repo@b95c4eff README.md#L57-L60;geometry_metrics=repo@b95c4eff README.md#L49-L55;evaluation_suite=repo@b95c4eff README.md#L1-L2;simulator=repo@b95c4eff README.md#L1-L2;export_format=repo@b95c4eff README.md#L57-L60;code_status=repo@b95c4eff convert.py#L1-L1;asset_status=repo@b95c4eff LICENSE#L1-L21;reproducibility_fields=repo@b95c4eff README.md#L49-L55,NR,paper/data/source_archive/v8/C0182/f1tenth_racetracks_b95c4eff766f6367d66b310ea20cd2c9563712c0.tar.gz,a38dcc6852a718efbd97b73d927a963ea1a9e1d9c869767112b481db9122a0e3
DRAFT_C0191,C0191,netgenerate,representation_family,waypoint_graph,parametric_curve;waypoint_graph,domain=HTML From 30.000 feet;course_object=HTML From 30.000 feet and Grid Network;representation_family=HTML Random Network;generator_family=HTML Grid Network and Random Network;generation_role=HTML From 30.000 feet;geometry_metrics=HTML Grid Network and Random Network;simulator=HTML From 30.000 feet;export_format=HTML Options output.format;code_status=HTML Edit on GitHub;reproducibility_fields=HTML Options configuration and Random Number,Adjacent road-network generator; the frozen documentation contains no direct asset-release evidence.,paper/data/source_archive/v8/C0191/sumo_netgenerate_docs_2026-05-20.html,4395fde035273b595a81dfafd7f5cdb20ef4ba15dde20a7f666f57bea7d9a675
DRAFT_C0191,C0191,netgenerate,validity_strategy,NR,not_reported,domain=HTML From 30.000 feet;course_object=HTML From 30.000 feet and Grid Network;representation_family=HTML Random Network;generator_family=HTML Grid Network and Random Network;generation_role=HTML From 30.000 feet;geometry_metrics=HTML Grid Network and Random Network;simulator=HTML From 30.000 feet;export_format=HTML Options output.format;code_status=HTML Edit on GitHub;reproducibility_fields=HTML Options configuration and Random Number,Adjacent road-network generator; the frozen documentation contains no direct asset-release evidence.,paper/data/source_archive/v8/C0191/sumo_netgenerate_docs_2026-05-20.html,4395fde035273b595a81dfafd7f5cdb20ef4ba15dde20a7f666f57bea7d9a675
DRAFT_C0191,C0191,netgenerate,code_status,official_open,NR,domain=HTML From 30.000 feet;course_object=HTML From 30.000 feet and Grid Network;representation_family=HTML Random Network;generator_family=HTML Grid Network and Random Network;generation_role=HTML From 30.000 feet;geometry_metrics=HTML Grid Network and Random Network;simulator=HTML From 30.000 feet;export_format=HTML Options output.format;code_status=HTML Edit on GitHub;reproducibility_fields=HTML Options configuration and Random Number,Adjacent road-network generator; the frozen documentation contains no direct asset-release evidence.,paper/data/source_archive/v8/C0191/sumo_netgenerate_docs_2026-05-20.html,4395fde035273b595a81dfafd7f5cdb20ef4ba15dde20a7f666f57bea7d9a675
DRAFT_C0205,C0205,SLEDGE: Synthesizing Driving Environments with Generative Models and Rule-Based Traffic,representation_family,waypoint_graph;hybrid,waypoint_graph;occupancy_heightfield_mesh,survey_evidence_tier=PDF p. 1 Abstract;domain=PDF p. 1 Abstract;vehicle=PDF p. 1 Abstract;course_object=PDF p. 1 Abstract and Sec. 1;representation_family=PDF p. 1 Abstract and Sec. 1;generator_family=PDF p. 1 Abstract and Sec. 1;generation_role=PDF p. 1 Sec. 1;validity_strategy=PDF p. 1 Abstract;difficulty_metrics=PDF p. 1 Abstract;diversity_metrics=PDF p. 1 Abstract;training_distribution=PDF p. 1 Abstract;evaluation_suite=PDF p. 1 Abstract;simulator=PDF p. 1 Abstract;code_status=PDF p. 1 title block;reproducibility_fields=PDF p. 1 Abstract and Sec. 1,NR,paper/data/source_archive/v8/C0205/sledge_driving_environments_eccv_2024.pdf,e404b4fe277269591688f2d054467f4cddc40072742e8ed40d76dd97f62407a5
DRAFT_C0205,C0205,SLEDGE: Synthesizing Driving Environments with Generative Models and Rule-Based Traffic,validity_strategy,simulation_validation,not_reported,survey_evidence_tier=PDF p. 1 Abstract;domain=PDF p. 1 Abstract;vehicle=PDF p. 1 Abstract;course_object=PDF p. 1 Abstract and Sec. 1;representation_family=PDF p. 1 Abstract and Sec. 1;generator_family=PDF p. 1 Abstract and Sec. 1;generation_role=PDF p. 1 Sec. 1;validity_strategy=PDF p. 1 Abstract;difficulty_metrics=PDF p. 1 Abstract;diversity_metrics=PDF p. 1 Abstract;training_distribution=PDF p. 1 Abstract;evaluation_suite=PDF p. 1 Abstract;simulator=PDF p. 1 Abstract;code_status=PDF p. 1 title block;reproducibility_fields=PDF p. 1 Abstract and Sec. 1,NR,paper/data/source_archive/v8/C0205/sledge_driving_environments_eccv_2024.pdf,e404b4fe277269591688f2d054467f4cddc40072742e8ed40d76dd97f62407a5
